pmi10	raw_co10	pmi4	raw_co4	raw_freq	cw
3.0291276	1	3.930171	1.0	320	ARP/name
3.2998943	1	4.1934757	1.0	251	ASN/name
6.9682007	1			7	ASSEN/name
5.713136	1	6.6047115	1.0	22	ATCC/name
0.6880012	1	1.582814	1.0	3356	ATP/name
1.4561224	2	1.6574032	1.0	3262	AV/name
2.8719761	1	3.7708297	1.0	376	AVBB/name
0.7916295	3	0.58072734	1.0	9225	AZ/name
3.8811986	1	4.7694063	1.0	139	A_jeugd/noun
3.471449	1			208	A_junior/noun
2.7156813	1	3.608127	1.0	443	A_ploeg/noun
4.249987	1			95	A_terrein/noun
3.369674	2			468	Aagje/name
0.59301496	7	0.9123384	4.0	26544	Aalst/name
5.9878755	2			34	Aalstar/noun
5.950752	1	6.833553	1.0	20	Aalter/det
1.703917	6	1.8889557	3.0	7504	Aalter/name
4.191688	5	4.15719	2.0	518	Aalterse/adj
0.78752196	3	0.5653905	1.0	9452	Aarschot/name
0.59191275	2	0.7902247	1.0	7442	Aartsen/name
8.79275	1			1	Aatt'er/noun
0.7780175	1	1.6676247	1.0	3125	Ab/name
1.8916166	2	2.783384	2.0	2028	Abeele/name
0.8196979	1	1.7149178	1.0	2950	Abraham/name
2.063643	1	2.9516945	1.0	859	Abrahams/name
2.6457465	10	1.2340733	1.0	4789	Academie/name
0.92441916	1			2658	Academy/name
4.916354	1			50	Acca/name
2.371941	1	3.264624	1.0	625	Acda/name
3.5734758	4	3.0773487	1.0	756	Achiel/name
2.2362912	2			1454	Acht/name
4.496826	1			75	Acro/name
2.815131	2	3.702416	2.0	810	Actie/name
0.83875525	2	1.036562	1.0	5850	Ad/name
0.38591868	1	1.2799014	1.0	4556	Adams/name
2.5800438	1			507	Adel/name
1.0514988	1	1.9422911	1.0	2367	Adelmund/name
1.0825448	1	1.9746822	1.0	2270	Adolf/name
0.6454762	2	0.8474599	1.0	7021	Adriaanse/name
2.6935527	1			453	Adrien/name
3.0481455	1	3.9404073	1.0	320	Adrienne/name
5.176441	1			41	Ae/name
2.5675976	1			512	Aelbrecht/name
3.310238	1			244	Aertgeerts/name
1.160252	3	1.6442933	2.0	6608	Aerts/name
