_id	_cws.church.foc10.nav.weight.nobound	_cws.church.foc10.nav.selection.nobound	_cws.church.foc10.nav.noweight.nobound	_cws.church.foc10.all.weight.nobound	_cws.church.foc10.all.selection.nobound	_cws.church.foc10.all.noweight.nobound	_cws.church.foc5.nav.weight.nobound	_cws.church.foc5.nav.selection.nobound	_cws.church.foc5.nav.noweight.nobound	_cws.church.foc5.all.weight.nobound	_cws.church.foc5.all.selection.nobound	_cws.church.foc5.all.noweight.nobound	_cws.church.foc10.nav.weight.bound	_cws.church.foc10.nav.selection.bound	_cws.church.foc10.nav.noweight.bound	_cws.church.foc10.all.weight.bound	_cws.church.foc10.all.selection.bound	_cws.church.foc10.all.noweight.bound	_cws.church.foc5.nav.weight.bound	_cws.church.foc5.nav.selection.bound	_cws.church.foc5.nav.noweight.bound	_cws.church.foc5.all.weight.bound	_cws.church.foc5.all.selection.bound	_cws.church.foc5.all.noweight.bound	_idxs.church.foc10.nav.weight.nobound	_idxs.church.foc10.nav.selection.nobound	_idxs.church.foc10.nav.noweight.nobound	_idxs.church.foc10.all.weight.nobound	_idxs.church.foc10.all.selection.nobound	_idxs.church.foc10.all.noweight.nobound	_idxs.church.foc5.nav.weight.nobound	_idxs.church.foc5.nav.selection.nobound	_idxs.church.foc5.nav.noweight.nobound	_idxs.church.foc5.all.weight.nobound	_idxs.church.foc5.all.selection.nobound	_idxs.church.foc5.all.noweight.nobound	_idxs.church.foc10.nav.weight.bound	_idxs.church.foc10.nav.selection.bound	_idxs.church.foc10.nav.noweight.bound	_idxs.church.foc10.all.weight.bound	_idxs.church.foc10.all.selection.bound	_idxs.church.foc10.all.noweight.bound	_idxs.church.foc5.nav.weight.bound	_idxs.church.foc5.nav.selection.bound	_idxs.church.foc5.nav.noweight.bound	_idxs.church.foc5.all.weight.bound	_idxs.church.foc5.all.selection.bound	_idxs.church.foc5.all.noweight.bound
church/n/wlp_ie_g02/8459015	century/n;cork/n;john/n;parish/n;paul/n	century/n;cork/n;john/n;parish/n;paul/n	century/n;cork/n;guy/n;john/n;parish/n;paul/n;windle/n	as/i;by/i;century/n;cork/n;john/n;of/i;parish/n;paul/n;well/i	as/i;by/i;century/n;cork/n;john/n;of/i;parish/n;paul/n;well/i	as/i;by/i;century/n;cork/n;guy/n;john/n;of/i;parish/n;paul/n;well/i;windle/n	cork/n;paul/n	cork/n;paul/n	cork/n;guy/n;paul/n	cork/n;paul/n	cork/n;paul/n	cork/n;guy/n;paul/n	parish/n;paul/n	parish/n;paul/n	parish/n;paul/n	as/i;of/i;parish/n;paul/n;well/i	as/i;of/i;parish/n;paul/n;well/i	as/i;of/i;parish/n;paul/n;well/i	paul/n	paul/n	paul/n	paul/n	paul/n	paul/n	L8,R2,R9	L8,R2,R9	L10,L8,L6,R2,R9	L8,R0,R2,R5,R6,R7,R9,R10	L8,R0,R2,R5,R6,R7,R9,R10	L10,L8,L6,R0,R2,R5,R6,R7,R9,R10	L8,R2	L8,R2	L8,L6,R2	L8,R2	L8,R2	L8,L6,R2	R2,R9	R2,R9	R2,R9	R0,R2,R5,R6,R7,R9,R10	R0,R2,R5,R6,R7,R9,R10	R0,R2,R5,R6,R7,R9,R10	R2	R2	R2	R2	R2	R2
church/n/wlp_ie_g02/8459632	inhabitant/n;mary/n;occupy/v;original/j;other/j;parish/n;site/n	inhabitant/n;mary/n;occupy/v;original/j;other/j;parish/n;site/n	inhabitant/n;mary/n;occupy/v;original/j;other/j;parish/n;site/n	by/i;inhabitant/n;mary/n;occupy/v;of/i;original/j;other/j;parish/n;site/n	by/i;inhabitant/n;mary/n;occupy/v;of/i;original/j;other/j;parish/n;site/n	by/i;inhabitant/n;mary/n;occupy/v;of/i;on/i;original/j;other/j;parish/n;site/n	inhabitant/n;occupy/v;original/j	inhabitant/n;occupy/v;original/j	inhabitant/n;occupy/v;original/j	by/i;inhabitant/n;occupy/v;original/j	by/i;inhabitant/n;occupy/v;original/j	by/i;inhabitant/n;occupy/v;original/j	inhabitant/n;mary/n;occupy/v;original/j;other/j;parish/n;site/n	inhabitant/n;mary/n;occupy/v;original/j;other/j;parish/n;site/n	inhabitant/n;mary/n;occupy/v;original/j;other/j;parish/n;site/n	by/i;inhabitant/n;mary/n;occupy/v;of/i;original/j;other/j;parish/n;site/n	by/i;inhabitant/n;mary/n;occupy/v;of/i;original/j;other/j;parish/n;site/n	by/i;inhabitant/n;mary/n;occupy/v;of/i;on/i;original/j;other/j;parish/n;site/n	inhabitant/n;occupy/v;original/j	inhabitant/n;occupy/v;original/j	inhabitant/n;occupy/v;original/j	by/i;inhabitant/n;occupy/v;original/j	by/i;inhabitant/n;occupy/v;original/j	by/i;inhabitant/n;occupy/v;original/j	L8,L5,L4,L1,L0,R2,R5,R8,R10	L8,L5,L4,L1,L0,R2,R5,R8,R10	L8,L5,L4,L1,L0,R2,R5,R8,R10	L8,L5,L4,L3,L1,L0,R0,R2,R5,R6,R8,R10	L8,L5,L4,L3,L1,L0,R0,R2,R5,R6,R8,R10	L8,L7,L5,L4,L3,L1,L0,R0,R2,R5,R6,R8,R10	L4,L1,R5	L4,L1,R5	L4,L1,R5	L4,L3,L1,R5	L4,L3,L1,R5	L4,L3,L1,R5	L8,L5,L4,L1,L0,R2,R5,R8,R10	L8,L5,L4,L1,L0,R2,R5,R8,R10	L8,L5,L4,L1,L0,R2,R5,R8,R10	L8,L5,L4,L3,L1,L0,R0,R2,R5,R6,R8,R10	L8,L5,L4,L3,L1,L0,R0,R2,R5,R6,R8,R10	L8,L7,L5,L4,L3,L1,L0,R0,R2,R5,R6,R8,R10	L4,L1,R5	L4,L1,R5	L4,L1,R5	L4,L3,L1,R5	L4,L3,L1,R5	L4,L3,L1,R5
church/n/wlp_ie_g02/8461835	church/n;cork/n;inscription/n;may/n;observe/v;stone/n	church/n;cork/n;inscription/n;may/n;observe/v;stone/n	be/v;church/n;cork/n;count/v;inscription/n;may/n;observe/v;possible/j;stone/n	according/i;and/c;church/n;closely/r;cork/n;in/i;inscription/n;may/n;observe/v;of/i;outside/i;stone/n;to/i	according/i;and/c;church/n;closely/r;cork/n;in/i;inscription/n;may/n;observe/v;of/i;outside/i;stone/n;to/i	according/i;and/c;be/v;church/n;closely/r;cork/n;count/v;for/i;in/i;inscription/n;may/n;observe/v;of/i;outside/i;possible/j;stone/n;to/i	observe/v;stone/n	observe/v;stone/n	be/v;count/v;observe/v;stone/n	and/c;closely/r;observe/v;outside/i;stone/n	and/c;closely/r;observe/v;outside/i;stone/n	and/c;be/v;closely/r;count/v;observe/v;outside/i;stone/n	inscription/n;may/n;observe/v;stone/n	inscription/n;may/n;observe/v;stone/n	be/v;count/v;inscription/n;may/n;observe/v;possible/j;stone/n	according/i;and/c;closely/r;in/i;inscription/n;may/n;observe/v;of/i;outside/i;stone/n;to/i	according/i;and/c;closely/r;in/i;inscription/n;may/n;observe/v;of/i;outside/i;stone/n;to/i	according/i;and/c;be/v;closely/r;count/v;for/i;in/i;inscription/n;may/n;observe/v;of/i;outside/i;possible/j;stone/n;to/i	observe/v;stone/n	observe/v;stone/n	be/v;count/v;observe/v;stone/n	and/c;closely/r;observe/v;outside/i;stone/n	and/c;closely/r;observe/v;outside/i;stone/n	and/c;be/v;closely/r;count/v;observe/v;outside/i;stone/n	L6,L2,R4,R7	L6,L2,R4,R7	L6,L2,R0,R1,R4,R6,R7	L7,L6,L5,L2,L1,R2,R3,R4,R7,R9,R10	L7,L6,L5,L2,L1,R2,R3,R4,R7,R9,R10	L7,L6,L5,L2,L1,R0,R1,R2,R3,R4,R5,R6,R7,R9,R10	L2,R4	L2,R4	L2,R0,R1,R4	L2,L1,R2,R3,R4	L2,L1,R2,R3,R4	L2,L1,R0,R1,R2,R3,R4	L6,L2,R4,R7	L6,L2,R4,R7	L6,L2,R0,R1,R4,R6,R7	L7,L6,L5,L2,L1,R2,R3,R4,R7,R9,R10	L7,L6,L5,L2,L1,R2,R3,R4,R7,R9,R10	L7,L6,L5,L2,L1,R0,R1,R2,R3,R4,R5,R6,R7,R9,R10	L2,R4	L2,R4	L2,R0,R1,R4	L2,L1,R2,R3,R4	L2,L1,R2,R3,R4	L2,L1,R0,R1,R2,R3,R4
church/n/wlp_ie_g02/8478125	constitution/n;influence/n;manifest/v;other/j	constitution/n;influence/n;manifest/v;other/j	constitution/n;influence/n;manifest/v;number/n;other/j;way/n	and/c;constitution/n;from/i;in/i;influence/n;itself/p;manifest/v;of/i;other/j	and/c;constitution/n;from/i;in/i;influence/n;itself/p;manifest/v;of/i;other/j	and/c;aside/i;constitution/n;from/i;in/i;influence/n;itself/p;manifest/v;number/n;of/i;other/j;way/n	constitution/n;influence/n;manifest/v	constitution/n;influence/n;manifest/v	constitution/n;influence/n;manifest/v	constitution/n;from/i;in/i;influence/n;itself/p;manifest/v	constitution/n;from/i;in/i;influence/n;itself/p;manifest/v	aside/i;constitution/n;from/i;in/i;influence/n;itself/p;manifest/v	constitution/n;influence/n;manifest/v;other/j	constitution/n;influence/n;manifest/v;other/j	constitution/n;influence/n;manifest/v;number/n;other/j;way/n	constitution/n;from/i;in/i;influence/n;itself/p;manifest/v;of/i;other/j	constitution/n;from/i;in/i;influence/n;itself/p;manifest/v;of/i;other/j	aside/i;constitution/n;from/i;in/i;influence/n;itself/p;manifest/v;number/n;of/i;other/j;way/n	constitution/n;influence/n;manifest/v	constitution/n;influence/n;manifest/v	constitution/n;influence/n;manifest/v	constitution/n;from/i;in/i;influence/n;itself/p;manifest/v	constitution/n;from/i;in/i;influence/n;itself/p;manifest/v	aside/i;constitution/n;from/i;in/i;influence/n;itself/p;manifest/v	L8,L2,R1,R2,R8	L8,L2,R1,R2,R8	L8,L2,R1,R2,R6,R8,R9	L10,L8,L4,L2,R1,R2,R3,R4,R7,R8	L10,L8,L4,L2,R1,R2,R3,R4,R7,R8	L10,L8,L5,L4,L2,R1,R2,R3,R4,R6,R7,R8,R9	L8,L2,R1,R2	L8,L2,R1,R2	L8,L2,R1,R2	L8,L4,L2,R1,R2,R3,R4	L8,L4,L2,R1,R2,R3,R4	L8,L5,L4,L2,R1,R2,R3,R4	L2,R1,R2,R8	L2,R1,R2,R8	L2,R1,R2,R6,R8,R9	L4,L2,R1,R2,R3,R4,R7,R8	L4,L2,R1,R2,R3,R4,R7,R8	L5,L4,L2,R1,R2,R3,R4,R6,R7,R8,R9	L2,R1,R2	L2,R1,R2	L2,R1,R2	L4,L2,R1,R2,R3,R4	L4,L2,R1,R2,R3,R4	L5,L4,L2,R1,R2,R3,R4
church/n/wlp_ie_g03/12717952	express/v;irish/j;missionary/n;whole/j	express/v;irish/j;missionary/n;whole/j	be/v;express/v;fail/v;have/v;irish/j;missionary/n;think/v;whole/j	and/c;express/v;in/i;irish/j;missionary/n;where/r;whole/j	and/c;express/v;in/i;irish/j;missionary/n;where/r;whole/j	about/r;and/c;be/v;express/v;fail/v;have/v;i/p;in/i;irish/j;maybe/r;missionary/n;think/v;we/p;where/r;whole/j	express/v;missionary/n;whole/j	express/v;missionary/n;whole/j	express/v;fail/v;have/v;missionary/n;whole/j	and/c;express/v;in/i;missionary/n;whole/j	and/c;express/v;in/i;missionary/n;whole/j	and/c;express/v;fail/v;have/v;in/i;maybe/r;missionary/n;whole/j	express/v;missionary/n;whole/j	express/v;missionary/n;whole/j	be/v;express/v;fail/v;have/v;missionary/n;think/v;whole/j	and/c;express/v;in/i;missionary/n;where/r;whole/j	and/c;express/v;in/i;missionary/n;where/r;whole/j	about/r;and/c;be/v;express/v;fail/v;have/v;i/p;in/i;maybe/r;missionary/n;think/v;we/p;where/r;whole/j	express/v;missionary/n;whole/j	express/v;missionary/n;whole/j	express/v;fail/v;have/v;missionary/n;whole/j	and/c;express/v;in/i;missionary/n;whole/j	and/c;express/v;in/i;missionary/n;whole/j	and/c;express/v;fail/v;have/v;in/i;maybe/r;missionary/n;whole/j	L5,L0,R5	L5,L0,R5	L7,L5,L0,R1,R2,R3,R5,R8	L6,L5,L3,L0,R4,R5	L6,L5,L3,L0,R4,R5	L8,L7,L6,L5,L3,L2,L0,R1,R2,R3,R4,R5,R7,R8,R10	L5,L0,R5	L5,L0,R5	L5,L0,R1,R2,R5	L5,L3,L0,R4,R5	L5,L3,L0,R4,R5	L5,L3,L2,L0,R1,R2,R4,R5	L5,L0,R5	L5,L0,R5	L7,L5,L0,R1,R2,R3,R5,R8	L6,L5,L3,L0,R4,R5	L6,L5,L3,L0,R4,R5	L8,L7,L6,L5,L3,L2,L0,R1,R2,R3,R4,R5,R7,R8,R10	L5,L0,R5	L5,L0,R5	L5,L0,R1,R2,R5	L5,L3,L0,R4,R5	L5,L3,L0,R4,R5	L5,L3,L2,L0,R1,R2,R4,R5
church/n/wlp_ie_g03/14633318	john/n	john/n	be/v;clear/j;do/v;john/n;let/v;move/v;need/v;say/v;top/n	john/n	john/n	be/v;clear/j;do/v;it/p;john/n;let/v;move/v;need/v;not/x;on/r;out/r;say/v;top/n;us/p	john/n	john/n	clear/j;do/v;john/n;need/v;say/v	john/n	john/n	clear/j;do/v;john/n;need/v;on/r;say/v	john/n	john/n	be/v;clear/j;do/v;john/n;let/v;move/v;need/v;say/v;top/n	john/n	john/n	be/v;clear/j;do/v;it/p;john/n;let/v;move/v;need/v;not/x;on/r;out/r;say/v;top/n;us/p	john/n	john/n	clear/j;do/v;john/n;need/v;say/v	john/n	john/n	clear/j;do/v;john/n;need/v;on/r;say/v	L4	L4	L9,L5,L4,R0,R2,R3,R4,R7,R10	L4	L4	L10,L9,L8,L5,L4,R0,R2,R3,R4,R5,R7,R9,R10	L4	L4	L5,L4,R0,R2,R4	L4	L4	L8,L5,L4,R0,R2,R4	L4	L4	L9,L5,L4,R0,R2,R3,R4,R7,R10	L4	L4	L10,L9,L8,L5,L4,R0,R2,R3,R4,R5,R7,R9,R10	L4	L4	L5,L4,R0,R2,R4	L4	L4	L8,L5,L4,R0,R2,R4
church/n/wlp_ie_g03/14874475	church/n;group/n;parish/n	church/n;group/n;parish/n	be/v;bonus/n;church/n;group/n;have/v;parish/n	church/n;group/n;in/i;or/c;parish/n;where/c	church/n;group/n;in/i;or/c;parish/n;where/c	actually/r;be/v;bonus/n;church/n;group/n;have/v;in/i;it/p;or/c;parish/n;there/e;where/c	parish/n	parish/n	be/v;parish/n	in/i;or/c;parish/n	in/i;or/c;parish/n	be/v;in/i;it/p;or/c;parish/n;there/e	church/n;parish/n	church/n;parish/n	be/v;bonus/n;church/n;have/v;parish/n	church/n;in/i;or/c;parish/n;where/c	church/n;in/i;or/c;parish/n;where/c	actually/r;be/v;bonus/n;church/n;have/v;in/i;it/p;or/c;parish/n;there/e;where/c	parish/n	parish/n	be/v;parish/n	in/i;or/c;parish/n	in/i;or/c;parish/n	be/v;in/i;it/p;or/c;parish/n;there/e	L7,L6,R2	L7,L6,R2	L7,L6,L3,R2,R5,R8,R10	L7,L6,L5,L1,R0,R2	L7,L6,L5,L1,R0,R2	L7,L6,L5,L4,L3,L1,R0,R2,R4,R5,R6,R8,R10	L6,R2	L6,R2	L6,L3,R2,R5	L6,L1,R0,R2	L6,L1,R0,R2	L6,L4,L3,L1,R0,R2,R4,R5	L7,L6,R2	L7,L6,R2	L7,L6,L3,R2,R5,R8,R10	L7,L6,L5,L1,R0,R2	L7,L6,L5,L1,R0,R2	L7,L6,L5,L4,L3,L1,R0,R2,R4,R5,R6,R8,R10	L6,R2	L6,R2	L6,L3,R2,R5	L6,L1,R0,R2	L6,L1,R0,R2	L6,L4,L3,L1,R0,R2,R4,R5
church/n/wlp_ie_g03/15189723	christian/j;church/n;control/v;king/n;ruler/n	christian/j;church/n;control/v;king/n;ruler/n	age/n;christian/j;church/n;control/v;education/n;europe/n;expertise/n;king/n;middle/j;professional/j;provide/v;ruler/n	and/c;christian/j;church/n;control/v;in/i;king/n;ruler/n;to/i	and/c;christian/j;church/n;control/v;in/i;king/n;ruler/n;to/i	age/n;and/c;christian/j;church/n;control/v;education/n;europe/n;expertise/n;in/i;king/n;middle/j;professional/j;provide/v;ruler/n;to/i	control/v	control/v	age/n;control/v;education/n;middle/j;professional/j;provide/v	control/v;in/i	control/v;in/i	age/n;control/v;education/n;in/i;middle/j;professional/j;provide/v	christian/j;church/n;control/v;king/n;ruler/n	christian/j;church/n;control/v;king/n;ruler/n	age/n;christian/j;church/n;control/v;education/n;europe/n;expertise/n;king/n;middle/j;professional/j;provide/v;ruler/n	and/c;christian/j;church/n;control/v;in/i;king/n;ruler/n;to/i	and/c;christian/j;church/n;control/v;in/i;king/n;ruler/n;to/i	age/n;and/c;christian/j;church/n;control/v;education/n;europe/n;expertise/n;in/i;king/n;middle/j;professional/j;provide/v;ruler/n;to/i	control/v	control/v	age/n;control/v;education/n;middle/j;professional/j;provide/v	control/v;in/i	control/v;in/i	age/n;control/v;education/n;in/i;middle/j;professional/j;provide/v	L9,L8,R0,R7,R9	L9,L8,R0,R7,R9	L9,L8,L6,L3,L2,R0,R1,R3,R4,R5,R7,R9	L9,L8,L7,L5,R0,R2,R6,R7,R8,R9	L9,L8,L7,L5,R0,R2,R6,R7,R8,R9	L9,L8,L7,L6,L5,L3,L2,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9	R0	R0	L3,L2,R0,R1,R3,R4	L7,L5,R0	L7,L5,R0	L7,L5,L3,L2,R0,R1,R3,R4	L9,L8,R0,R7,R9	L9,L8,R0,R7,R9	L9,L8,L6,L3,L2,R0,R1,R3,R4,R5,R7,R9	L9,L8,L7,L5,R0,R2,R6,R7,R8,R9	L9,L8,L7,L5,R0,R2,R6,R7,R8,R9	L9,L8,L7,L6,L5,L3,L2,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9	R0	R0	L3,L2,R0,R1,R3,R4	L7,L5,R0	L7,L5,R0	L7,L5,L3,L2,R0,R1,R3,R4
church/n/wlp_ie_g03/15737035	century/n;date/v;early/j;feast/n;jude/n;remain/v;st/n	century/n;date/v;early/j;feast/n;jude/n;remain/v;st/n	be/v;century/n;date/v;day/n;early/j;fall/v;feast/n;jude/n;october/n;remain/v;st/n	and/c;century/n;date/v;early/j;feast/n;from/i;jude/n;remain/v;st/n	and/c;century/n;date/v;early/j;feast/n;from/i;jude/n;remain/v;st/n	and/c;be/v;century/n;date/v;day/n;early/j;fall/v;feast/n;from/i;jude/n;nothing/p;october/n;on/i;remain/v;st/n	date/v;early/j	date/v;early/j	be/v;date/v;early/j;fall/v;october/n	date/v;early/j;from/i	date/v;early/j;from/i	be/v;date/v;early/j;fall/v;from/i;october/n;on/i	century/n;date/v;early/j;feast/n;jude/n;remain/v;st/n	century/n;date/v;early/j;feast/n;jude/n;remain/v;st/n	be/v;century/n;date/v;day/n;early/j;fall/v;feast/n;jude/n;october/n;remain/v;st/n	and/c;century/n;date/v;early/j;feast/n;from/i;jude/n;remain/v;st/n	and/c;century/n;date/v;early/j;feast/n;from/i;jude/n;remain/v;st/n	and/c;be/v;century/n;date/v;day/n;early/j;fall/v;feast/n;from/i;jude/n;nothing/p;october/n;on/i;remain/v;st/n	date/v;early/j	date/v;early/j	be/v;date/v;early/j;fall/v;october/n	date/v;early/j;from/i	date/v;early/j;from/i	be/v;date/v;early/j;fall/v;from/i;october/n;on/i	L10,L7,R1,R4,R6,R9	L10,L7,R1,R4,R6,R9	L10,L7,L6,L5,L3,R0,R1,R4,R6,R9	L10,L7,R1,R2,R4,R6,R7,R9	L10,L7,R1,R2,R4,R6,R7,R9	L10,L7,L6,L5,L4,L3,R0,R1,R2,R4,R6,R7,R8,R9	R1,R4	R1,R4	L5,L3,R0,R1,R4	R1,R2,R4	R1,R2,R4	L5,L4,L3,R0,R1,R2,R4	L10,L7,R1,R4,R6,R9	L10,L7,R1,R4,R6,R9	L10,L7,L6,L5,L3,R0,R1,R4,R6,R9	L10,L7,R1,R2,R4,R6,R7,R9	L10,L7,R1,R2,R4,R6,R7,R9	L10,L7,L6,L5,L4,L3,R0,R1,R2,R4,R6,R7,R8,R9	R1,R4	R1,R4	L5,L3,R0,R1,R4	R1,R2,R4	R1,R2,R4	L5,L4,L3,R0,R1,R2,R4
church/n/wlp_ie_g03/15737423	church/n;killeen/n;park/n;separate/j	church/n;killeen/n;park/n;separate/j	be/v;church/n;killeen/n;limerick/n;number/n;park/n;separate/j	and/c;church/n;killeen/n;of/i;park/n;separate/j	and/c;church/n;killeen/n;of/i;park/n;separate/j	also/r;and/c;be/v;church/n;killeen/n;limerick/n;number/n;of/i;park/n;separate/j;there/e;we/p	park/n;separate/j	park/n;separate/j	be/v;number/n;park/n;separate/j	park/n;separate/j	park/n;separate/j	also/r;be/v;number/n;park/n;separate/j;there/e	church/n;killeen/n;park/n;separate/j	church/n;killeen/n;park/n;separate/j	be/v;church/n;killeen/n;limerick/n;park/n;separate/j	and/c;church/n;killeen/n;of/i;park/n;separate/j	and/c;church/n;killeen/n;of/i;park/n;separate/j	and/c;be/v;church/n;killeen/n;limerick/n;of/i;park/n;separate/j	church/n;park/n;separate/j	church/n;park/n;separate/j	be/v;church/n;park/n;separate/j	church/n;park/n;separate/j	church/n;park/n;separate/j	be/v;church/n;park/n;separate/j	L6,L4,L3,L0,R8	L6,L4,L3,L0,R8	L9,L6,L4,L3,L2,L0,R3,R6,R8	L10,L6,L5,L4,L3,L0,R7,R8,R9	L10,L6,L5,L4,L3,L0,R7,R8,R9	L10,L9,L6,L5,L4,L3,L2,L0,R2,R3,R4,R6,R7,R8,R9	L3,L0	L3,L0	L3,L2,L0,R3,R6	L3,L0	L3,L0	L3,L2,L0,R2,R3,R4,R6	L6,L4,L3,L0	L6,L4,L3,L0	L9,L6,L4,L3,L2,L0	L10,L6,L5,L4,L3,L0	L10,L6,L5,L4,L3,L0	L10,L9,L6,L5,L4,L3,L2,L0	L4,L3,L0	L4,L3,L0	L4,L3,L2,L0	L4,L3,L0	L4,L3,L0	L4,L3,L2,L0
church/n/wlp_ie_g03/1626415	brother/n;division/n;pray/v;sister/n	brother/n;division/n;pray/v;sister/n	brother/n;division/n;do/v;need/v;pray/v;see/v;sister/n;will/v	and/c;brother/n;division/n;in/i;of/i;pray/v;sister/n	and/c;brother/n;division/n;in/i;of/i;pray/v;sister/n	and/c;anymore/r;brother/n;division/n;do/v;i/p;in/i;need/v;not/x;of/i;pray/v;see/v;sister/n;that/c;we/p;will/v	brother/n;division/n;pray/v	brother/n;division/n;pray/v	brother/n;division/n;need/v;pray/v	brother/n;division/n;in/i;pray/v	brother/n;division/n;in/i;pray/v	anymore/r;brother/n;division/n;i/p;in/i;need/v;pray/v;that/c	brother/n;division/n;pray/v;sister/n	brother/n;division/n;pray/v;sister/n	brother/n;division/n;do/v;need/v;pray/v;see/v;sister/n;will/v	and/c;brother/n;division/n;in/i;of/i;pray/v;sister/n	and/c;brother/n;division/n;in/i;of/i;pray/v;sister/n	and/c;anymore/r;brother/n;division/n;do/v;i/p;in/i;need/v;not/x;of/i;pray/v;see/v;sister/n;that/c;we/p;will/v	brother/n;division/n;pray/v	brother/n;division/n;pray/v	brother/n;division/n;need/v;pray/v	brother/n;division/n;in/i;pray/v	brother/n;division/n;in/i;pray/v	anymore/r;brother/n;division/n;i/p;in/i;need/v;pray/v;that/c	L2,R2,R5,R7	L2,R2,R5,R7	L6,L4,L2,R2,R5,R7,R8,R9	L10,L2,L1,R2,R5,R6,R7	L10,L2,L1,R2,R5,R6,R7	L10,L7,L6,L5,L4,L3,L2,L1,R1,R2,R3,R5,R6,R7,R8,R9	L2,R2,R5	L2,R2,R5	L4,L2,R2,R5	L2,L1,R2,R5	L2,L1,R2,R5	L4,L3,L2,L1,R1,R2,R3,R5	L2,R2,R5,R7	L2,R2,R5,R7	L6,L4,L2,R2,R5,R7,R8,R9	L10,L2,L1,R2,R5,R6,R7	L10,L2,L1,R2,R5,R6,R7	L10,L7,L6,L5,L4,L3,L2,L1,R1,R2,R3,R5,R6,R7,R8,R9	L2,R2,R5	L2,R2,R5	L4,L2,R2,R5	L2,L1,R2,R5	L2,L1,R2,R5	L4,L3,L2,L1,R1,R2,R3,R5
church/n/wlp_ie_g03/16728633	celebrate/v;isef/n;mass/n;newcastle/n;special/j;thursday/n	celebrate/v;isef/n;mass/n;newcastle/n;special/j;thursday/n	celebrate/v;education/n;isef/n;mass/n;newcastle/n;november/n;special/j;thursday/n;year/n	at/i;celebrate/v;in/i;isef/n;mass/n;newcastle/n;special/j;thursday/n	at/i;celebrate/v;in/i;isef/n;mass/n;newcastle/n;special/j;thursday/n	at/i;celebrate/v;education/n;in/i;isef/n;mass/n;newcastle/n;november/n;on/i;special/j;thursday/n;year/n	celebrate/v;isef/n	celebrate/v;isef/n	celebrate/v;isef/n;november/n	at/i;celebrate/v;isef/n	at/i;celebrate/v;isef/n	at/i;celebrate/v;isef/n;november/n	celebrate/v;isef/n;mass/n;newcastle/n;special/j;thursday/n	celebrate/v;isef/n;mass/n;newcastle/n;special/j;thursday/n	celebrate/v;education/n;isef/n;mass/n;newcastle/n;november/n;special/j;thursday/n;year/n	at/i;celebrate/v;in/i;isef/n;mass/n;newcastle/n;special/j;thursday/n	at/i;celebrate/v;in/i;isef/n;mass/n;newcastle/n;special/j;thursday/n	at/i;celebrate/v;education/n;in/i;isef/n;mass/n;newcastle/n;november/n;on/i;special/j;thursday/n;year/n	celebrate/v;isef/n	celebrate/v;isef/n	celebrate/v;isef/n;november/n	at/i;celebrate/v;isef/n	at/i;celebrate/v;isef/n	at/i;celebrate/v;isef/n;november/n	L10,L9,L7,R1,R3,R10	L10,L9,L7,R1,R3,R10	L10,L9,L7,L5,R1,R3,R6,R8,R10	L10,L9,L7,L3,L1,R1,R3,R7,R9,R10	L10,L9,L7,L3,L1,R1,R3,R7,R9,R10	L10,L9,L8,L7,L5,L3,L1,R1,R3,R6,R7,R8,R9,R10	R1,R3	R1,R3	L5,R1,R3	L3,R1,R3	L3,R1,R3	L5,L3,R1,R3	L10,L9,L7,R1,R3,R10	L10,L9,L7,R1,R3,R10	L10,L9,L7,L5,R1,R3,R6,R8,R10	L10,L9,L7,L3,L1,R1,R3,R7,R9,R10	L10,L9,L7,L3,L1,R1,R3,R7,R9,R10	L10,L9,L8,L7,L5,L3,L1,R1,R3,R6,R7,R8,R9,R10	R1,R3	R1,R3	L5,R1,R3	L3,R1,R3	L3,R1,R3	L5,L3,R1,R3
