_id	_cws.church.foc10.nav.weight.nobound	_cws.church.foc10.nav.selection.nobound	_cws.church.foc10.nav.noweight.nobound	_cws.church.foc10.all.weight.nobound	_cws.church.foc10.all.selection.nobound	_cws.church.foc10.all.noweight.nobound	_cws.church.foc5.nav.weight.nobound	_cws.church.foc5.nav.selection.nobound	_cws.church.foc5.nav.noweight.nobound	_cws.church.foc5.all.weight.nobound	_cws.church.foc5.all.selection.nobound	_cws.church.foc5.all.noweight.nobound	_cws.church.foc10.nav.weight.bound	_cws.church.foc10.nav.selection.bound	_cws.church.foc10.nav.noweight.bound	_cws.church.foc10.all.weight.bound	_cws.church.foc10.all.selection.bound	_cws.church.foc10.all.noweight.bound	_cws.church.foc5.nav.weight.bound	_cws.church.foc5.nav.selection.bound	_cws.church.foc5.nav.noweight.bound	_cws.church.foc5.all.weight.bound	_cws.church.foc5.all.selection.bound	_cws.church.foc5.all.noweight.bound	_idxs.church.foc10.nav.weight.nobound	_idxs.church.foc10.nav.selection.nobound	_idxs.church.foc10.nav.noweight.nobound	_idxs.church.foc10.all.weight.nobound	_idxs.church.foc10.all.selection.nobound	_idxs.church.foc10.all.noweight.nobound	_idxs.church.foc5.nav.weight.nobound	_idxs.church.foc5.nav.selection.nobound	_idxs.church.foc5.nav.noweight.nobound	_idxs.church.foc5.all.weight.nobound	_idxs.church.foc5.all.selection.nobound	_idxs.church.foc5.all.noweight.nobound	_idxs.church.foc10.nav.weight.bound	_idxs.church.foc10.nav.selection.bound	_idxs.church.foc10.nav.noweight.bound	_idxs.church.foc10.all.weight.bound	_idxs.church.foc10.all.selection.bound	_idxs.church.foc10.all.noweight.bound	_idxs.church.foc5.nav.weight.bound	_idxs.church.foc5.nav.selection.bound	_idxs.church.foc5.nav.noweight.bound	_idxs.church.foc5.all.weight.bound	_idxs.church.foc5.all.selection.bound	_idxs.church.foc5.all.noweight.bound
church/n/wlp_gb_g04/22595302	attend/v;close/v;haghia/n;irene/n;peek/n;rock/n	attend/v;close/v;haghia/n;irene/n;peek/n;rock/n	attend/v;close/v;coke/n;get/v;haghia/n;irene/n;peek/n;public/n;rare/j;rock/n	attend/v;close/v;haghia/n;inside/i;irene/n;peek/n;rock/n;to/i	attend/v;close/v;haghia/n;inside/i;irene/n;peek/n;rock/n;to/i	attend/v;close/v;coke/n;get/v;haghia/n;inside/i;irene/n;just/r;normally/r;peek/n;public/n;rare/j;rock/n;to/i	close/v;haghia/n;irene/n;peek/n	close/v;haghia/n;irene/n;peek/n	close/v;haghia/n;irene/n;peek/n;public/n;rare/j	close/v;haghia/n;inside/i;irene/n;peek/n;to/i	close/v;haghia/n;inside/i;irene/n;peek/n;to/i	close/v;haghia/n;inside/i;irene/n;normally/r;peek/n;public/n;rare/j;to/i	attend/v;close/v;haghia/n;irene/n;peek/n;rock/n	attend/v;close/v;haghia/n;irene/n;peek/n;rock/n	attend/v;close/v;coke/n;get/v;haghia/n;irene/n;peek/n;public/n;rare/j;rock/n	attend/v;close/v;haghia/n;inside/i;irene/n;peek/n;rock/n;to/i	attend/v;close/v;haghia/n;inside/i;irene/n;peek/n;rock/n;to/i	attend/v;close/v;coke/n;get/v;haghia/n;inside/i;irene/n;just/r;normally/r;peek/n;public/n;rare/j;rock/n;to/i	close/v;haghia/n;irene/n;peek/n	close/v;haghia/n;irene/n;peek/n	close/v;haghia/n;irene/n;peek/n;public/n;rare/j	close/v;haghia/n;inside/i;irene/n;peek/n;to/i	close/v;haghia/n;inside/i;irene/n;peek/n;to/i	close/v;haghia/n;inside/i;irene/n;normally/r;peek/n;public/n;rare/j;to/i	L9,L3,L1,L0,R2,R8	L9,L3,L1,L0,R2,R8	L9,L6,L4,L3,L1,L0,R2,R5,R8	L9,L3,L2,L1,L0,R2,R3,R8	L9,L3,L2,L1,L0,R2,R3,R8	L9,L8,L6,L4,L3,L2,L1,L0,R1,R2,R3,R5,R8	L3,L1,L0,R2	L3,L1,L0,R2	L4,L3,L1,L0,R2,R5	L3,L2,L1,L0,R2,R3	L3,L2,L1,L0,R2,R3	L4,L3,L2,L1,L0,R1,R2,R3,R5	L9,L3,L1,L0,R2,R8	L9,L3,L1,L0,R2,R8	L9,L6,L4,L3,L1,L0,R2,R5,R8	L9,L3,L2,L1,L0,R2,R3,R8	L9,L3,L2,L1,L0,R2,R3,R8	L9,L8,L6,L4,L3,L2,L1,L0,R1,R2,R3,R5,R8	L3,L1,L0,R2	L3,L1,L0,R2	L4,L3,L1,L0,R2,R5	L3,L2,L1,L0,R2,R3	L3,L2,L1,L0,R2,R3	L4,L3,L2,L1,L0,R1,R2,R3,R5
church/n/wlp_gb_g04/6919696	architecture/n;city/n;cobbled/j;gothic/j;mosque/n;polish/j;square/n;visit/v	architecture/n;city/n;cobbled/j;gothic/j;mosque/n;polish/j;square/n;visit/v	architecture/n;be/v;capital/n;city/n;cobbled/j;draw/v;gothic/j;mosque/n;polish/j;square/n;thousand/n;visit/v	and/c;architecture/n;city/n;cobbled/j;gothic/j;mosque/n;of/i;polish/j;square/n;visit/v	and/c;architecture/n;city/n;cobbled/j;gothic/j;mosque/n;of/i;polish/j;square/n;visit/v	and/c;architecture/n;be/v;capital/n;city/n;cobbled/j;draw/v;gothic/j;mosque/n;of/i;polish/j;square/n;thousand/n;until/i;visit/v	architecture/n;cobbled/j;gothic/j;mosque/n;square/n	architecture/n;cobbled/j;gothic/j;mosque/n;square/n	architecture/n;cobbled/j;gothic/j;mosque/n;square/n	and/c;architecture/n;cobbled/j;gothic/j;mosque/n;square/n	and/c;architecture/n;cobbled/j;gothic/j;mosque/n;square/n	and/c;architecture/n;cobbled/j;gothic/j;mosque/n;square/n;until/i	architecture/n;city/n;cobbled/j;gothic/j;mosque/n;polish/j;square/n;visit/v	architecture/n;city/n;cobbled/j;gothic/j;mosque/n;polish/j;square/n;visit/v	architecture/n;be/v;capital/n;city/n;cobbled/j;draw/v;gothic/j;mosque/n;polish/j;square/n;thousand/n;visit/v	and/c;architecture/n;city/n;cobbled/j;gothic/j;mosque/n;of/i;polish/j;square/n;visit/v	and/c;architecture/n;city/n;cobbled/j;gothic/j;mosque/n;of/i;polish/j;square/n;visit/v	and/c;architecture/n;be/v;capital/n;city/n;cobbled/j;draw/v;gothic/j;mosque/n;of/i;polish/j;square/n;thousand/n;until/i;visit/v	architecture/n;cobbled/j;gothic/j;mosque/n;square/n	architecture/n;cobbled/j;gothic/j;mosque/n;square/n	architecture/n;cobbled/j;gothic/j;mosque/n;square/n	and/c;architecture/n;cobbled/j;gothic/j;mosque/n;square/n	and/c;architecture/n;cobbled/j;gothic/j;mosque/n;square/n	and/c;architecture/n;cobbled/j;gothic/j;mosque/n;square/n;until/i	L8,L2,L1,R1,R4,R5	L8,L2,L1,R1,R4,R5	L8,L7,L2,L1,R1,R4,R5,R6,R8,R9	L8,L2,L1,R0,R1,R3,R4,R5,R10	L8,L2,L1,R0,R1,R3,R4,R5,R10	L8,L7,L6,L2,L1,R0,R1,R3,R4,R5,R6,R8,R9,R10	L2,L1,R1,R4,R5	L2,L1,R1,R4,R5	L2,L1,R1,R4,R5	L2,L1,R0,R1,R3,R4,R5	L2,L1,R0,R1,R3,R4,R5	L6,L2,L1,R0,R1,R3,R4,R5	L8,L2,L1,R1,R4,R5	L8,L2,L1,R1,R4,R5	L8,L7,L2,L1,R1,R4,R5,R6,R8,R9	L8,L2,L1,R0,R1,R3,R4,R5,R10	L8,L2,L1,R0,R1,R3,R4,R5,R10	L8,L7,L6,L2,L1,R0,R1,R3,R4,R5,R6,R8,R9,R10	L2,L1,R1,R4,R5	L2,L1,R1,R4,R5	L2,L1,R1,R4,R5	L2,L1,R0,R1,R3,R4,R5	L2,L1,R0,R1,R3,R4,R5	L6,L2,L1,R0,R1,R3,R4,R5
church/n/wlp_gb_g05/11248280	church/n;dei/n;opus/n;promote/v;sickly/j	church/n;dei/n;opus/n;promote/v;sickly/j	church/n;clique/n;dei/n;invitation/n;legionary/n;opus/n;private/j;promote/v;sickly/j	and/c;by/i;church/n;dei/n;of/i;opus/n;promote/v;sickly/j;within/i	and/c;by/i;church/n;dei/n;of/i;opus/n;promote/v;sickly/j;within/i	and/c;by/i;church/n;clique/n;dei/n;invitation/n;legionary/n;like/i;of/i;only/r;opus/n;private/j;promote/v;sickly/j;while/c;within/i	church/n;dei/n;opus/n	church/n;dei/n;opus/n	church/n;dei/n;invitation/n;opus/n;private/j	by/i;church/n;dei/n;opus/n;within/i	by/i;church/n;dei/n;opus/n;within/i	by/i;church/n;dei/n;invitation/n;like/i;only/r;opus/n;private/j;within/i	church/n;dei/n;opus/n;promote/v;sickly/j	church/n;dei/n;opus/n;promote/v;sickly/j	church/n;clique/n;dei/n;invitation/n;legionary/n;opus/n;private/j;promote/v;sickly/j	and/c;by/i;church/n;dei/n;of/i;opus/n;promote/v;sickly/j;within/i	and/c;by/i;church/n;dei/n;of/i;opus/n;promote/v;sickly/j;within/i	and/c;by/i;church/n;clique/n;dei/n;invitation/n;legionary/n;like/i;of/i;only/r;opus/n;private/j;promote/v;sickly/j;while/c;within/i	church/n;dei/n;opus/n	church/n;dei/n;opus/n	church/n;dei/n;invitation/n;opus/n;private/j	by/i;church/n;dei/n;opus/n;within/i	by/i;church/n;dei/n;opus/n;within/i	by/i;church/n;dei/n;invitation/n;like/i;only/r;opus/n;private/j;within/i	L9,R1,R3,R4,R7	L9,R1,R3,R4,R7	L9,L8,L5,L2,R1,R3,R4,R7,R8	L9,L7,L3,R0,R1,R3,R4,R5,R7,R9	L9,L7,L3,R0,R1,R3,R4,R5,R7,R9	L10,L9,L8,L7,L5,L3,L2,L1,R0,R1,R2,R3,R4,R5,R7,R8,R9	R1,R3,R4	R1,R3,R4	L5,L2,R1,R3,R4	L3,R0,R1,R3,R4	L3,R0,R1,R3,R4	L5,L3,L2,L1,R0,R1,R2,R3,R4	L9,R1,R3,R4,R7	L9,R1,R3,R4,R7	L9,L8,L5,L2,R1,R3,R4,R7,R8	L9,L7,L3,R0,R1,R3,R4,R5,R7,R9	L9,L7,L3,R0,R1,R3,R4,R5,R7,R9	L10,L9,L8,L7,L5,L3,L2,L1,R0,R1,R2,R3,R4,R5,R7,R8,R9	R1,R3,R4	R1,R3,R4	L5,L2,R1,R3,R4	L3,R0,R1,R3,R4	L3,R0,R1,R3,R4	L5,L3,L2,L1,R0,R1,R2,R3,R4
church/n/wlp_gb_g05/13627704	should/v;wing/n	should/v;wing/n	be/v;day/n;right/j;scribe/n;should/v;surprised/j;wing/n	of/i;should/v;wing/n	of/i;should/v;wing/n	be/v;day/n;of/i;right/j;scribe/n;seemingly/r;should/v;surprised/j;that/c;we/p;why/r;wing/n	should/v;wing/n	should/v;wing/n	day/n;right/j;should/v;wing/n	of/i;should/v;wing/n	of/i;should/v;wing/n	day/n;of/i;right/j;should/v;why/r;wing/n	wing/n	wing/n	be/v;day/n;right/j;scribe/n;wing/n	of/i;wing/n	of/i;wing/n	be/v;day/n;of/i;right/j;scribe/n;seemingly/r;wing/n	wing/n	wing/n	day/n;right/j;wing/n	of/i;wing/n	of/i;wing/n	day/n;of/i;right/j;wing/n	L3,R6	L3,R6	L10,L4,L3,R2,R6,R8,R9	L3,L1,R0,R6	L3,L1,R0,R6	L10,L8,L4,L3,L1,R0,R2,R5,R6,R7,R8,R9,R10	L3,R6	L3,R6	L4,L3,R2,R6	L3,L1,R0,R6	L3,L1,R0,R6	L4,L3,L1,R0,R2,R5,R6	L3	L3	L10,L4,L3,R2	L3,L1,R0	L3,L1,R0	L10,L8,L4,L3,L1,R0,R2	L3	L3	L4,L3,R2	L3,L1,R0	L3,L1,R0	L4,L3,L1,R0,R2
church/n/wlp_gb_g05/14635848	god/n;king/n;parade/n;sing/v	god/n;king/n;parade/n;sing/v	god/n;king/n;mind/v;parade/n;save/v;sing/v;use/v	god/n;in/i;king/n;parade/n;sing/v	god/n;in/i;king/n;parade/n;sing/v	even/r;god/n;in/i;king/n;mind/v;never/r;parade/n;save/v;sing/v;use/v;we/p	parade/n	parade/n	mind/v;parade/n;save/v	in/i;parade/n	in/i;parade/n	in/i;mind/v;never/r;parade/n;save/v	god/n;king/n;parade/n;sing/v	god/n;king/n;parade/n;sing/v	god/n;king/n;mind/v;parade/n;save/v;sing/v;use/v	god/n;in/i;king/n;parade/n;sing/v	god/n;in/i;king/n;parade/n;sing/v	even/r;god/n;in/i;king/n;mind/v;never/r;parade/n;save/v;sing/v;use/v;we/p	parade/n	parade/n	mind/v;parade/n;save/v	in/i;parade/n	in/i;parade/n	in/i;mind/v;never/r;parade/n;save/v	L7,L5,L2,R0,R6	L7,L5,L2,R0,R6	L7,L5,L4,L2,R0,R4,R6,R9	L7,L5,L2,L0,R0,R6	L7,L5,L2,L0,R0,R6	L8,L7,L5,L4,L2,L0,R0,R3,R4,R6,R8,R9	R0	R0	L4,R0,R4	L0,R0	L0,R0	L4,L0,R0,R3,R4	L7,L5,L2,R0,R6	L7,L5,L2,R0,R6	L7,L5,L4,L2,R0,R4,R6,R9	L7,L5,L2,L0,R0,R6	L7,L5,L2,L0,R0,R6	L8,L7,L5,L4,L2,L0,R0,R3,R4,R6,R8,R9	R0	R0	L4,R0,R4	L0,R0	L0,R0	L4,L0,R0,R3,R4
church/n/wlp_gb_g05/17807687	burial/n;church/n;demonstrate/v;furnishings/n;local/j	burial/n;church/n;demonstrate/v;furnishings/n;local/j	burial/n;church/n;control/n;demonstrate/v;furnishings/n;local/j;poland/n;population/n;stage/n	around/i;burial/n;church/n;demonstrate/v;furnishings/n;in/i;local/j;of/i	around/i;burial/n;church/n;demonstrate/v;furnishings/n;in/i;local/j;of/i	around/i;burial/n;church/n;control/n;demonstrate/v;furnishings/n;in/i;local/j;of/i;over/i;poland/n;population/n;stage/n;with/i	church/n;demonstrate/v;furnishings/n;local/j	church/n;demonstrate/v;furnishings/n;local/j	church/n;control/n;demonstrate/v;furnishings/n;local/j	around/i;church/n;demonstrate/v;furnishings/n;local/j	around/i;church/n;demonstrate/v;furnishings/n;local/j	around/i;church/n;control/n;demonstrate/v;furnishings/n;local/j;over/i	burial/n;church/n;demonstrate/v;furnishings/n;local/j	burial/n;church/n;demonstrate/v;furnishings/n;local/j	burial/n;church/n;control/n;demonstrate/v;furnishings/n;local/j;poland/n;population/n;stage/n	around/i;burial/n;church/n;demonstrate/v;furnishings/n;in/i;local/j;of/i	around/i;burial/n;church/n;demonstrate/v;furnishings/n;in/i;local/j;of/i	around/i;burial/n;church/n;control/n;demonstrate/v;furnishings/n;in/i;local/j;of/i;over/i;poland/n;population/n;stage/n;with/i	church/n;demonstrate/v;furnishings/n;local/j	church/n;demonstrate/v;furnishings/n;local/j	church/n;control/n;demonstrate/v;furnishings/n;local/j	around/i;church/n;demonstrate/v;furnishings/n;local/j	around/i;church/n;demonstrate/v;furnishings/n;local/j	around/i;church/n;control/n;demonstrate/v;furnishings/n;local/j;over/i	L10,L6,L3,L1,R4	L10,L6,L3,L1,R4	L10,L6,L3,L1,R1,R4,R5,R8,R10	L10,L6,L4,L3,L1,R4,R7	L10,L6,L4,L3,L1,R4,R7	L10,L8,L6,L4,L3,L1,R1,R2,R4,R5,R7,R8,R10	L6,L3,L1,R4	L6,L3,L1,R4	L6,L3,L1,R1,R4	L6,L4,L3,L1,R4	L6,L4,L3,L1,R4	L6,L4,L3,L1,R1,R2,R4	L10,L6,L3,L1,R4	L10,L6,L3,L1,R4	L10,L6,L3,L1,R1,R4,R5,R8,R10	L10,L6,L4,L3,L1,R4,R7	L10,L6,L4,L3,L1,R4,R7	L10,L8,L6,L4,L3,L1,R1,R2,R4,R5,R7,R8,R10	L6,L3,L1,R4	L6,L3,L1,R4	L6,L3,L1,R1,R4	L6,L4,L3,L1,R4	L6,L4,L3,L1,R4	L6,L4,L3,L1,R1,R2,R4
church/n/wlp_gb_g05/19547539	england/n;general/j;synod/n;williams/n	england/n;general/j;synod/n;williams/n	do/v;england/n;explain/v;general/j;have/v;lot/n;say/v;statement/n;synod/n;williams/n	england/n;general/j;in/i;of/i;synod/n;to/i;williams/n	england/n;general/j;in/i;of/i;synod/n;to/i;williams/n	do/v;england/n;explain/v;following/i;general/j;have/v;in/i;lot/n;of/i;say/v;statement/n;synod/n;to/i;williams/n	england/n;general/j;synod/n	england/n;general/j;synod/n	england/n;general/j;have/v;lot/n;say/v;synod/n	england/n;general/j;synod/n	england/n;general/j;synod/n	england/n;general/j;have/v;lot/n;say/v;synod/n	england/n;general/j;synod/n;williams/n	england/n;general/j;synod/n;williams/n	do/v;england/n;explain/v;general/j;have/v;lot/n;say/v;statement/n;synod/n;williams/n	england/n;general/j;in/i;of/i;synod/n;to/i;williams/n	england/n;general/j;in/i;of/i;synod/n;to/i;williams/n	do/v;england/n;explain/v;following/i;general/j;have/v;in/i;lot/n;of/i;say/v;statement/n;synod/n;to/i;williams/n	england/n;general/j;synod/n	england/n;general/j;synod/n	england/n;general/j;have/v;lot/n;say/v;synod/n	england/n;general/j;synod/n	england/n;general/j;synod/n	england/n;general/j;have/v;lot/n;say/v;synod/n	L4,L3,R1	L4,L3,R1	L7,L4,L3,L1,R1,R2,R5,R7,R10	L9,L6,L4,L3,R0,R1,R6	L9,L6,L4,L3,R0,R1,R6	L9,L7,L6,L4,L3,L1,R0,R1,R2,R5,R6,R7,R10	L4,L3,R1	L4,L3,R1	L4,L3,L1,R1,R2,R5	L4,L3,R1	L4,L3,R1	L4,L3,L1,R1,R2,R5	L4,L3,R1	L4,L3,R1	L7,L4,L3,L1,R1,R2,R5,R7,R10	L9,L6,L4,L3,R0,R1,R6	L9,L6,L4,L3,R0,R1,R6	L9,L7,L6,L4,L3,L1,R0,R1,R2,R5,R6,R7,R10	L4,L3,R1	L4,L3,R1	L4,L3,L1,R1,R2,R5	L4,L3,R1	L4,L3,R1	L4,L3,L1,R1,R2,R5
church/n/wlp_gb_g05/20043074	church/n;england/n;national/j;other/j;sect/n	church/n;england/n;national/j;other/j;sect/n	church/n;england/n;look/v;national/j;other/j;sect/n	church/n;england/n;long/r;national/j;no/r;of/i;other/j;sect/n	church/n;england/n;long/r;national/j;no/r;of/i;other/j;sect/n	church/n;england/n;it/p;like/i;long/r;look/v;national/j;no/r;of/i;other/j;sect/n;simply/r	national/j	national/j	look/v;national/j	long/r;national/j	long/r;national/j	it/p;long/r;look/v;national/j;simply/r	church/n;england/n;national/j;other/j;sect/n	church/n;england/n;national/j;other/j;sect/n	church/n;england/n;look/v;national/j;other/j;sect/n	church/n;england/n;long/r;national/j;no/r;of/i;other/j;sect/n	church/n;england/n;long/r;national/j;no/r;of/i;other/j;sect/n	church/n;england/n;it/p;like/i;long/r;look/v;national/j;no/r;of/i;other/j;sect/n;simply/r	national/j	national/j	look/v;national/j	long/r;national/j	long/r;national/j	it/p;long/r;look/v;national/j;simply/r	L8,L6,L0,R6,R9,R10	L8,L6,L0,R6,R9,R10	L8,L6,L3,L0,R3,R6,R9,R10	L8,L7,L6,L5,L4,L0,R6,R9,R10	L8,L7,L6,L5,L4,L0,R6,R9,R10	L8,L7,L6,L5,L4,L3,L2,L0,R1,R2,R3,R4,R6,R7,R9,R10	L0	L0	L3,L0,R3	L4,L0	L4,L0	L4,L3,L0,R1,R2,R3	L8,L6,L0,R6,R9,R10	L8,L6,L0,R6,R9,R10	L8,L6,L3,L0,R3,R6,R9,R10	L8,L7,L6,L5,L4,L0,R6,R9,R10	L8,L7,L6,L5,L4,L0,R6,R9,R10	L8,L7,L6,L5,L4,L3,L2,L0,R1,R2,R3,R4,R6,R7,R9,R10	L0	L0	L3,L0,R3	L4,L0	L4,L0	L4,L3,L0,R1,R2,R3
church/n/wlp_gb_g05/5417904	border/v;build/v;memorial/n	border/v;build/v;memorial/n	ask/v;border/v;build/v;human/j;icon/n;memorial/n;question/n	border/v;build/v;memorial/n;often/r;to/i	border/v;build/v;memorial/n;often/r;to/i	also/r;as/c;ask/v;border/v;build/v;human/j;icon/n;memorial/n;more/r;often/r;on/i;ourselves/p;question/n;than/c;that/c;this/r;to/i;we/p	border/v;build/v	border/v;build/v	border/v;build/v;question/n	border/v;build/v;often/r	border/v;build/v;often/r	as/c;border/v;build/v;more/r;often/r;on/i;question/n;that/c;we/p	border/v;build/v;memorial/n	border/v;build/v;memorial/n	ask/v;border/v;build/v;human/j;icon/n;memorial/n;question/n	border/v;build/v;memorial/n;often/r;to/i	border/v;build/v;memorial/n;often/r;to/i	also/r;as/c;ask/v;border/v;build/v;human/j;icon/n;memorial/n;more/r;often/r;on/i;ourselves/p;question/n;than/c;that/c;this/r;to/i;we/p	border/v;build/v	border/v;build/v	border/v;build/v;question/n	border/v;build/v;often/r	border/v;build/v;often/r	as/c;border/v;build/v;more/r;often/r;on/i;question/n;that/c;we/p	L1,R3,R6	L1,R3,R6	L8,L4,L1,R3,R6,R8,R9	L1,R2,R3,R6,R7	L1,R2,R3,R6,R7	L9,L8,L7,L6,L4,L3,L2,L1,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10	L1,R3	L1,R3	L4,L1,R3	L1,R2,R3	L1,R2,R3	L4,L3,L2,L1,R1,R2,R3,R4,R5	L1,R3,R6	L1,R3,R6	L8,L4,L1,R3,R6,R8,R9	L1,R2,R3,R6,R7	L1,R2,R3,R6,R7	L9,L8,L7,L6,L4,L3,L2,L1,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10	L1,R3	L1,R3	L4,L1,R3	L1,R2,R3	L1,R2,R3	L4,L3,L2,L1,R1,R2,R3,R4,R5
church/n/wlp_gb_g06/13072573	bludgeon/v;invade/v;open/j;survivor/n	bludgeon/v;invade/v;open/j;survivor/n	attacker/n;be/v;bludgeon/v;cut/v;finish/v;hack/v;invade/v;man/n;open/j;survivor/n	and/c;bludgeon/v;invade/v;open/j;survivor/n	and/c;bludgeon/v;invade/v;open/j;survivor/n	and/c;attacker/n;be/v;bludgeon/v;cut/v;down/r;finish/v;hack/v;invade/v;man/n;off/r;only/r;open/j;survivor/n;they/p	invade/v;survivor/n	invade/v;survivor/n	attacker/n;cut/v;finish/v;invade/v;survivor/n	invade/v;survivor/n	invade/v;survivor/n	attacker/n;cut/v;down/r;finish/v;invade/v;off/r;survivor/n	bludgeon/v;invade/v;open/j;survivor/n	bludgeon/v;invade/v;open/j;survivor/n	attacker/n;be/v;bludgeon/v;cut/v;finish/v;hack/v;invade/v;man/n;open/j;survivor/n	and/c;bludgeon/v;invade/v;open/j;survivor/n	and/c;bludgeon/v;invade/v;open/j;survivor/n	and/c;attacker/n;be/v;bludgeon/v;cut/v;down/r;finish/v;hack/v;invade/v;man/n;off/r;only/r;open/j;survivor/n;they/p	invade/v;survivor/n	invade/v;survivor/n	attacker/n;cut/v;finish/v;invade/v;survivor/n	invade/v;survivor/n	invade/v;survivor/n	attacker/n;cut/v;down/r;finish/v;invade/v;off/r;survivor/n	L9,L1,R4,R9	L9,L1,R4,R9	L9,L6,L5,L2,L1,R1,R4,R7,R9,R10	L9,L1,R4,R8,R9	L9,L1,R4,R8,R9	L9,L8,L6,L5,L4,L2,L1,R1,R2,R4,R6,R7,R8,R9,R10	L1,R4	L1,R4	L5,L2,L1,R1,R4	L1,R4	L1,R4	L5,L4,L2,L1,R1,R2,R4	L9,L1,R4,R9	L9,L1,R4,R9	L9,L6,L5,L2,L1,R1,R4,R7,R9,R10	L9,L1,R4,R8,R9	L9,L1,R4,R8,R9	L9,L8,L6,L5,L4,L2,L1,R1,R2,R4,R6,R7,R8,R9,R10	L1,R4	L1,R4	L5,L2,L1,R1,R4	L1,R4	L1,R4	L5,L4,L2,L1,R1,R2,R4
church/n/wlp_gb_g06/1332045	anglican/j;christian/j;go/v;should/v	anglican/j;christian/j;go/v;should/v	anglican/j;be/v;christian/j;excuse/n;go/v;need/v;poor/j;should/v;talk/v;thing/n	and/c;anglican/j;christian/j;go/v;should/v	and/c;anglican/j;christian/j;go/v;should/v	and/c;anglican/j;be/v;christian/j;excuse/n;for/i;go/v;need/v;poor/j;should/v;still/r;talk/v;that/c;thing/n	anglican/j;christian/j	anglican/j;christian/j	anglican/j;christian/j;need/v;talk/v;thing/n	and/c;anglican/j;christian/j	and/c;anglican/j;christian/j	and/c;anglican/j;christian/j;need/v;still/r;talk/v;thing/n	anglican/j;christian/j;go/v;should/v	anglican/j;christian/j;go/v;should/v	anglican/j;be/v;christian/j;excuse/n;go/v;need/v;poor/j;should/v;talk/v;thing/n	and/c;anglican/j;christian/j;go/v;should/v	and/c;anglican/j;christian/j;go/v;should/v	and/c;anglican/j;be/v;christian/j;excuse/n;for/i;go/v;need/v;poor/j;should/v;still/r;talk/v;that/c;thing/n	anglican/j;christian/j	anglican/j;christian/j	anglican/j;christian/j;need/v;talk/v;thing/n	and/c;anglican/j;christian/j	and/c;anglican/j;christian/j	and/c;anglican/j;christian/j;need/v;still/r;talk/v;thing/n	L5,L0,R7,R8	L5,L0,R7,R8	L9,L8,L5,L3,L0,R0,R5,R7,R8,R9	L5,L0,R2,R7,R8	L5,L0,R2,R7,R8	L9,L8,L7,L5,L4,L3,L0,R0,R2,R5,R6,R7,R8,R9	L5,L0	L5,L0	L5,L3,L0,R0,R5	L5,L0,R2	L5,L0,R2	L5,L4,L3,L0,R0,R2,R5	L5,L0,R7,R8	L5,L0,R7,R8	L9,L8,L5,L3,L0,R0,R5,R7,R8,R9	L5,L0,R2,R7,R8	L5,L0,R2,R7,R8	L9,L8,L7,L5,L4,L3,L0,R0,R2,R5,R6,R7,R8,R9	L5,L0	L5,L0	L5,L3,L0,R0,R5	L5,L0,R2	L5,L0,R2	L5,L4,L3,L0,R0,R2,R5
church/n/wlp_gb_g06/13686222	catholic/j;independent/j;influence/n;irish/j;united/j	catholic/j;independent/j;influence/n;irish/j;united/j	be/v;catholic/j;have/v;independent/j;influence/n;irish/j;republic/n;type/n;united/j	catholic/j;in/i;independent/j;influence/n;irish/j;united/j	catholic/j;in/i;independent/j;influence/n;irish/j;united/j	absolutely/r;as/c;be/v;catholic/j;have/v;in/i;independent/j;influence/n;irish/j;it/p;long/c;republic/n;type/n;united/j	catholic/j;influence/n	catholic/j;influence/n	catholic/j;have/v;influence/n	catholic/j;in/i;influence/n	catholic/j;in/i;influence/n	absolutely/r;as/c;catholic/j;have/v;in/i;influence/n;long/c	catholic/j;independent/j;influence/n;irish/j;united/j	catholic/j;independent/j;influence/n;irish/j;united/j	be/v;catholic/j;have/v;independent/j;influence/n;irish/j;republic/n;type/n;united/j	catholic/j;in/i;independent/j;influence/n;irish/j;united/j	catholic/j;in/i;independent/j;influence/n;irish/j;united/j	absolutely/r;as/c;be/v;catholic/j;have/v;in/i;independent/j;influence/n;irish/j;it/p;long/c;republic/n;type/n;united/j	catholic/j;influence/n	catholic/j;influence/n	catholic/j;have/v;influence/n	catholic/j;in/i;influence/n	catholic/j;in/i;influence/n	absolutely/r;as/c;catholic/j;have/v;in/i;influence/n;long/c	L8,L7,L6,L0,R3	L8,L7,L6,L0,R3	L8,L7,L6,L5,L0,R0,R3,R8,R10	L8,L7,L6,L0,R3,R4	L8,L7,L6,L0,R3,R4	L8,L7,L6,L5,L4,L3,L2,L0,R0,R1,R3,R4,R5,R8,R10	L0,R3	L0,R3	L0,R0,R3	L0,R3,R4	L0,R3,R4	L4,L3,L2,L0,R0,R1,R3,R4	L8,L7,L6,L0,R3	L8,L7,L6,L0,R3	L8,L7,L6,L5,L0,R0,R3,R8,R10	L8,L7,L6,L0,R3,R4	L8,L7,L6,L0,R3,R4	L8,L7,L6,L5,L4,L3,L2,L0,R0,R1,R3,R4,R5,R8,R10	L0,R3	L0,R3	L0,R0,R3	L0,R3,R4	L0,R3,R4	L4,L3,L2,L0,R0,R1,R3,R4
