_model	model.x	model.y	foc_minimum_features	soc_length	soc_length_num	tokens	type	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_ppmi	soc_soc_pos	soc_soc_win	stress	foc_base	soc_vector	pam_cluster	is_medoid
hoop.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.21508682899302475	0.2321027204931749	1	FOC	812	309	hoop	NA	NA	bound	1049	lex	10_10	no	nav	4_4	0.24640304699042492	BOW	nav_FOC	c3	0
hoop.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.2132070795154271	0.23287101756174322	1	FOC	1049	309	hoop	NA	NA	bound	1049	lex	10_10	no	all	4_4	0.23543717876595413	BOW	all_FOC	c3	0
hoop.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.050048737505207636	-0.09529525405814537	1	5000	5000	311	hoop	NA	NA	bound	582	all	10_10	weight	nav	4_4	0.2159188487647264	BOW	nav_5000	c4	0
hoop.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.06455193846406462	-0.21147756355218542	1	5000	5000	311	hoop	NA	NA	bound	582	all	10_10	weight	all	4_4	0.2080391755578589	BOW	all_5000	c5	0
hoop.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.035465207045336476	-0.02690788225788603	1	FOC	334	311	hoop	NA	NA	bound	582	all	10_10	weight	nav	4_4	0.24279409350308112	BOW	nav_FOC	c4	0
hoop.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.03529488465317649	-0.013466603512401644	1	FOC	582	311	hoop	NA	NA	bound	582	all	10_10	weight	all	4_4	0.22732878760574293	BOW	all_FOC	c4	0
hoop.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.10707107395003694	0.14320337660820484	1	5000	5000	311	hoop	NA	NA	bound	582	all	10_10	selection	nav	4_4	0.23425029836740582	BOW	nav_5000	c6	0
hoop.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.18249783609547665	-0.24916119668722175	1	5000	5000	311	hoop	NA	NA	bound	582	all	10_10	selection	all	4_4	0.21802806997871427	BOW	all_5000	c5	0
hoop.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.0025120938964770098	0.10694306127917971	1	FOC	334	311	hoop	NA	NA	bound	582	all	10_10	selection	nav	4_4	0.25087864298668683	BOW	nav_FOC	c6	0
hoop.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.0017099198027111853	0.10281071458630363	1	FOC	582	311	hoop	NA	NA	bound	582	all	10_10	selection	all	4_4	0.22312054214980515	BOW	all_FOC	c6	0
hoop.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.03373934901950717	0.2344712483602989	1	5000	5000	311	hoop	NA	NA	bound	1391	all	10_10	no	nav	4_4	0.21219731503524022	BOW	nav_5000	c3	0
hoop.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.05282789506821854	-0.3758119161139262	1	5000	5000	311	hoop	NA	NA	bound	1391	all	10_10	no	all	4_4	0.22036204608987758	BOW	all_5000	c3	0
hoop.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.019161307687535153	0.22706783453572474	1	FOC	812	311	hoop	NA	NA	bound	1391	all	10_10	no	nav	4_4	0.20978489116743712	BOW	nav_FOC	c3	0
hoop.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.021225371663849198	0.25620607000640583	1	FOC	1391	311	hoop	NA	NA	bound	1391	all	10_10	no	all	4_4	0.1863546536131807	BOW	all_FOC	c3	0
hoop.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.2717244718145048	-0.012039976993558707	1	5000	5000	283	hoop	NA	NA	bound	352	lex	5_5	weight	nav	4_4	0.2614828727245733	BOW	nav_5000	c1	0
hoop.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.3172495674077461	-0.23119090778557705	1	5000	5000	283	hoop	NA	NA	bound	352	lex	5_5	weight	all	4_4	0.19567393690253454	BOW	all_5000	c2	0
hoop.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.24242172259778283	0.008337182017206986	1	FOC	260	283	hoop	NA	NA	bound	352	lex	5_5	weight	nav	4_4	0.25836718643070133	BOW	nav_FOC	c1	0
hoop.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.23434860585857517	0.022926057929844694	1	FOC	352	283	hoop	NA	NA	bound	352	lex	5_5	weight	all	4_4	0.2572830383882313	BOW	all_FOC	c1	0
hoop.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.29266426509758287	0.054596355773952075	1	5000	5000	283	hoop	NA	NA	bound	352	lex	5_5	selection	nav	4_4	0.26141890279356683	BOW	nav_5000	c1	0
hoop.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.3105311666518819	-0.23758918550117208	1	5000	5000	283	hoop	NA	NA	bound	352	lex	5_5	selection	all	4_4	0.20052291220905702	BOW	all_5000	c2	1
hoop.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.23379604479895807	0.05494966385667225	1	FOC	260	283	hoop	NA	NA	bound	352	lex	5_5	selection	nav	4_4	0.2542255313180106	BOW	nav_FOC	c1	0
hoop.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.23787740555744055	0.05297590697946184	1	FOC	352	283	hoop	NA	NA	bound	352	lex	5_5	selection	all	4_4	0.2502119936558629	BOW	all_FOC	c1	1
hoop.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.2555749729047771	0.15296454210785748	1	5000	5000	305	hoop	NA	NA	bound	645	lex	5_5	no	nav	4_4	0.2582861075935565	BOW	nav_5000	c1	0
hoop.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.3106870720640596	-0.30385755540424797	1	5000	5000	305	hoop	NA	NA	bound	645	lex	5_5	no	all	4_4	0.21359905210578728	BOW	all_5000	c2	0
hoop.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.2091114001143597	0.1203584959943576	1	FOC	495	305	hoop	NA	NA	bound	645	lex	5_5	no	nav	4_4	0.26851313144371153	BOW	nav_FOC	c1	0
hoop.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.2186346708970616	0.12368428481327103	1	FOC	645	305	hoop	NA	NA	bound	645	lex	5_5	no	all	4_4	0.2571929709346926	BOW	all_FOC	c1	0
hoop.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.10264388225334793	-0.06705756023519542	1	5000	5000	311	hoop	NA	NA	bound	458	all	5_5	weight	nav	4_4	0.19727179257664934	BOW	nav_5000	c4	0
hoop.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.10785525591359917	-0.1488538374501403	1	5000	5000	311	hoop	NA	NA	bound	458	all	5_5	weight	all	4_4	0.2032226404261131	BOW	all_5000	c5	0
hoop.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.003815623097509628	-0.030896858511319115	1	FOC	260	311	hoop	NA	NA	bound	458	all	5_5	weight	nav	4_4	0.23791356385822124	BOW	nav_FOC	c4	0
hoop.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-2.1802966995215553e-4	-0.017001670114454203	1	FOC	458	311	hoop	NA	NA	bound	458	all	5_5	weight	all	4_4	0.21620878354662157	BOW	all_FOC	c4	1
hoop.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.16673872750515692	0.04735025191815526	1	5000	5000	311	hoop	NA	NA	bound	458	all	5_5	selection	nav	4_4	0.19788531209464535	BOW	nav_5000	c6	0
hoop.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.21511263664297967	-0.14308506202923293	1	5000	5000	311	hoop	NA	NA	bound	458	all	5_5	selection	all	4_4	0.19295073955166217	BOW	all_5000	c5	0
hoop.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.06337524319930415	0.04476860440506194	1	FOC	260	311	hoop	NA	NA	bound	458	all	5_5	selection	nav	4_4	0.21128858507197124	BOW	nav_FOC	c6	0
hoop.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.05751546438134035	0.041749982751614685	1	FOC	458	311	hoop	NA	NA	bound	458	all	5_5	selection	all	4_4	0.199228622073865	BOW	all_FOC	c6	1
hoop.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.1144208331571043	0.09544974587215965	1	5000	5000	311	hoop	NA	NA	bound	872	all	5_5	no	nav	4_4	0.21219031121366094	BOW	nav_5000	c6	0
hoop.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.18354966199584585	-0.19981997977758417	1	5000	5000	311	hoop	NA	NA	bound	872	all	5_5	no	all	4_4	0.21792804243277877	BOW	all_5000	c5	0
hoop.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.04554931333218181	0.09073798255550788	1	FOC	495	311	hoop	NA	NA	bound	872	all	5_5	no	nav	4_4	0.21285842312434358	BOW	nav_FOC	c6	0
hoop.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	0.0347533708561811	0.10438634292188216	1	FOC	872	311	hoop	NA	NA	bound	872	all	5_5	no	all	4_4	0.19539148019856434	BOW	all_FOC	c6	0
hoop.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.24129121058290745	-0.0217392758881941	1	5000	5000	263	hoop	NA	NA	bound	252	lex	3_3	weight	nav	4_4	0.2750488262733896	BOW	nav_5000	c1	0
hoop.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.2842688796182511	-0.2482461600471448	1	5000	5000	263	hoop	NA	NA	bound	252	lex	3_3	weight	all	4_4	0.19922933852175403	BOW	all_5000	c2	0
hoop.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.23420574740430186	-0.012279779828680245	1	FOC	182	263	hoop	NA	NA	bound	252	lex	3_3	weight	nav	4_4	0.2610896927909996	BOW	nav_FOC	c1	0
hoop.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.2231504026318995	-0.0029364342985515814	1	FOC	252	263	hoop	NA	NA	bound	252	lex	3_3	weight	all	4_4	0.2665883980357286	BOW	all_FOC	c1	0
hoop.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.2839636007043597	3.5231189157329393e-4	1	5000	5000	263	hoop	NA	NA	bound	252	lex	3_3	selection	nav	4_4	0.2685225021865699	BOW	nav_5000	c1	0
hoop.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.29359216920511383	-0.26274840051210835	1	5000	5000	263	hoop	NA	NA	bound	252	lex	3_3	selection	all	4_4	0.19089634433551173	BOW	all_5000	c2	0
hoop.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.24926929465477332	0.01834410783026523	1	FOC	182	263	hoop	NA	NA	bound	252	lex	3_3	selection	nav	4_4	0.26213443341716564	BOW	nav_FOC	c1	0
hoop.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.24588323620502348	0.024785868181793666	1	FOC	252	263	hoop	NA	NA	bound	252	lex	3_3	selection	all	4_4	0.2553898322379304	BOW	all_FOC	c1	0
hoop.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.2950348062334993	0.11167204130624521	1	5000	5000	299	hoop	NA	NA	bound	408	lex	3_3	no	nav	4_4	0.2568525442173115	BOW	nav_5000	c1	0
hoop.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.3092599868638454	-0.2800583382675838	1	5000	5000	299	hoop	NA	NA	bound	408	lex	3_3	no	all	4_4	0.21975567605110105	BOW	all_5000	c2	0
hoop.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.24701461925009935	0.08683803839510745	1	FOC	309	299	hoop	NA	NA	bound	408	lex	3_3	no	nav	4_4	0.2673131483244902	BOW	nav_FOC	c1	0
hoop.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.25437914073070117	0.0900915541308343	1	FOC	408	299	hoop	NA	NA	bound	408	lex	3_3	no	all	4_4	0.2653076050297302	BOW	all_FOC	c1	0
hoop.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.1600049552630795	-0.0582705635441834	1	5000	5000	311	hoop	NA	NA	bound	334	all	3_3	weight	nav	4_4	0.17859139823267228	BOW	nav_5000	c7	0
hoop.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.15094309020615163	-0.11656974780103255	1	5000	5000	311	hoop	NA	NA	bound	334	all	3_3	weight	all	4_4	0.2043975760029044	BOW	all_5000	c5	0
hoop.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.0405229500326433	-0.053208314207108406	1	FOC	182	311	hoop	NA	NA	bound	334	all	3_3	weight	nav	4_4	0.24155191046939797	BOW	nav_FOC	c4	0
hoop.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.031011042626281855	-0.03457678322397227	1	FOC	334	311	hoop	NA	NA	bound	334	all	3_3	weight	all	4_4	0.2204093039792124	BOW	all_FOC	c4	0
hoop.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.22611653292435835	-0.01645468552821674	1	5000	5000	311	hoop	NA	NA	bound	334	all	3_3	selection	nav	4_4	0.17962915444363345	BOW	nav_5000	c7	0
hoop.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.2279822930092429	-0.10246848034930031	1	5000	5000	311	hoop	NA	NA	bound	334	all	3_3	selection	all	4_4	0.19345026387918984	BOW	all_5000	c5	0
hoop.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.11446592312272534	0.017452638582892598	1	FOC	182	311	hoop	NA	NA	bound	334	all	3_3	selection	nav	4_4	0.19510806362622352	BOW	nav_FOC	c6	0
hoop.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.09967710479775896	0.0148046895532996	1	FOC	334	311	hoop	NA	NA	bound	334	all	3_3	selection	all	4_4	0.18795833409929918	BOW	all_FOC	c6	0
hoop.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.1980685413782507	0.005107361182511808	1	5000	5000	311	hoop	NA	NA	bound	552	all	3_3	no	nav	4_4	0.18832311917231337	BOW	nav_5000	c7	0
hoop.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.24104743903090298	-0.13736456646198406	1	5000	5000	311	hoop	NA	NA	bound	552	all	3_3	no	all	4_4	0.18057218492076266	BOW	all_5000	c5	0
hoop.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.09626113269540505	0.03948181889410944	1	FOC	309	311	hoop	NA	NA	bound	552	all	3_3	no	nav	4_4	0.20080757637618157	BOW	nav_FOC	c7	0
hoop.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.08238234631973557	0.046489225517671186	1	FOC	552	311	hoop	NA	NA	bound	552	all	3_3	no	all	4_4	0.18374723734557213	BOW	all_FOC	c6	0
hoop.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.3593870085855426	0.026244992561954485	1	5000	5000	307	hoop	NA	NA	nobound	525	lex	10_10	weight	nav	4_4	0.2610500535967612	BOW	nav_5000	c1	0
hoop.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.4159696937371795	-0.2196006335376701	1	5000	5000	307	hoop	NA	NA	nobound	525	lex	10_10	weight	all	4_4	0.19043937553844642	BOW	all_5000	c2	0
hoop.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.3485616926640768	0.05141833640708107	1	FOC	393	307	hoop	NA	NA	nobound	525	lex	10_10	weight	nav	4_4	0.2438070079965093	BOW	nav_FOC	c1	0
hoop.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.3424856712706651	0.05332902043390872	1	FOC	525	307	hoop	NA	NA	nobound	525	lex	10_10	weight	all	4_4	0.2500232229220228	BOW	all_FOC	c1	0
hoop.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.3478572620456055	0.15662027120820826	1	5000	5000	307	hoop	NA	NA	nobound	525	lex	10_10	selection	nav	4_4	0.28119655219012646	BOW	nav_5000	c1	0
hoop.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.43007011127105377	-0.26617425721850263	1	5000	5000	307	hoop	NA	NA	nobound	525	lex	10_10	selection	all	4_4	0.20853463562467836	BOW	all_5000	c2	0
hoop.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.31091302970897444	0.15630954683710852	1	FOC	393	307	hoop	NA	NA	nobound	525	lex	10_10	selection	nav	4_4	0.2679716213622876	BOW	nav_FOC	c1	0
hoop.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.3137319859900017	0.15300300605232506	1	FOC	525	307	hoop	NA	NA	nobound	525	lex	10_10	selection	all	4_4	0.2676032381483507	BOW	all_FOC	c1	0
hoop.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.2582204650603133	0.32429494009965815	1	5000	5000	312	hoop	NA	NA	nobound	1368	lex	10_10	no	nav	4_4	0.23613521477137178	BOW	nav_5000	c3	0
hoop.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.5724276127093637	-0.264572144707991	1	5000	5000	312	hoop	NA	NA	nobound	1368	lex	10_10	no	all	4_4	0.22209104861196516	BOW	all_5000	c2	0
hoop.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.25042103802904875	0.3162748736618074	1	FOC	1044	312	hoop	NA	NA	nobound	1368	lex	10_10	no	nav	4_4	0.21767682981352113	BOW	nav_FOC	c3	0
hoop.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.25122279084109345	0.3202160973822258	1	FOC	1368	312	hoop	NA	NA	nobound	1368	lex	10_10	no	all	4_4	0.20805002441813933	BOW	all_FOC	c3	0
hoop.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.01175485900036609	-0.1360733243048182	1	5000	5000	312	hoop	NA	NA	nobound	698	all	10_10	weight	nav	4_4	0.2275574488347859	BOW	nav_5000	c4	0
hoop.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	0.02492001178685305	-0.25692030699965657	1	5000	5000	312	hoop	NA	NA	nobound	698	all	10_10	weight	all	4_4	0.21777878780927473	BOW	all_5000	c5	0
hoop.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.07226994130715128	-0.05358058645221328	1	FOC	393	312	hoop	NA	NA	nobound	698	all	10_10	weight	nav	4_4	0.24292289046949844	BOW	nav_FOC	c4	0
hoop.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.07317996210295989	-0.025029630872017084	1	FOC	698	312	hoop	NA	NA	nobound	698	all	10_10	weight	all	4_4	0.2262033128735092	BOW	all_FOC	c4	0
hoop.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.08150666101079641	0.21738026664693338	1	5000	5000	312	hoop	NA	NA	nobound	698	all	10_10	selection	nav	4_4	0.24615619060927998	BOW	nav_5000	c3	0
hoop.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.17714179886922451	-0.32923715586107244	1	5000	5000	312	hoop	NA	NA	nobound	698	all	10_10	selection	all	4_4	0.2384385365169346	BOW	all_5000	c5	0
hoop.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.031637804351744486	0.18440432495050166	1	FOC	393	312	hoop	NA	NA	nobound	698	all	10_10	selection	nav	4_4	0.26046673556008365	BOW	nav_FOC	c3	0
hoop.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.03381870696353235	0.18061500977664968	1	FOC	698	312	hoop	NA	NA	nobound	698	all	10_10	selection	all	4_4	0.23316097890704965	BOW	all_FOC	c3	0
hoop.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.045702411674448044	0.3210800829268502	1	5000	5000	312	hoop	NA	NA	nobound	1832	all	10_10	no	nav	4_4	0.2261276103301044	BOW	nav_5000	c3	0
hoop.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.014853976695134743	0.49221499326343116	1	5000	5000	312	hoop	NA	NA	nobound	1832	all	10_10	no	all	4_4	0.2143853594082117	BOW	all_5000	c3	0
hoop.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.08710330406118988	0.32000589863009926	1	FOC	1044	312	hoop	NA	NA	nobound	1832	all	10_10	no	nav	4_4	0.21126551865230062	BOW	nav_FOC	c3	1
hoop.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.08215333624108599	0.34143420455389917	1	FOC	1832	312	hoop	NA	NA	nobound	1832	all	10_10	no	all	4_4	0.1941830404278965	BOW	all_FOC	c3	0
hoop.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.2740180542113708	-0.014845540130003599	1	5000	5000	286	hoop	NA	NA	nobound	374	lex	5_5	weight	nav	4_4	0.2565177378129946	BOW	nav_5000	c1	0
hoop.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.3193406215693394	-0.23352139609736877	1	5000	5000	286	hoop	NA	NA	nobound	374	lex	5_5	weight	all	4_4	0.19899414013915553	BOW	all_5000	c2	0
hoop.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.23870701159120233	0.011008199022117334	1	FOC	276	286	hoop	NA	NA	nobound	374	lex	5_5	weight	nav	4_4	0.2543556297496098	BOW	nav_FOC	c1	0
hoop.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.23246642022265546	0.022395570440224638	1	FOC	374	286	hoop	NA	NA	nobound	374	lex	5_5	weight	all	4_4	0.25599807360195365	BOW	all_FOC	c1	0
hoop.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.29133632491875844	0.06307099277458635	1	5000	5000	286	hoop	NA	NA	nobound	374	lex	5_5	selection	nav	4_4	0.26121298192156645	BOW	nav_5000	c1	0
hoop.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.3210089035842435	-0.24770984009930788	1	5000	5000	286	hoop	NA	NA	nobound	374	lex	5_5	selection	all	4_4	0.20136273308286276	BOW	all_5000	c2	0
hoop.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.2310106694855147	0.061202525115480536	1	FOC	276	286	hoop	NA	NA	nobound	374	lex	5_5	selection	nav	4_4	0.24938847359843971	BOW	nav_FOC	c1	0
hoop.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.23842349904196095	0.05769969474523427	1	FOC	374	286	hoop	NA	NA	nobound	374	lex	5_5	selection	all	4_4	0.24662599447397085	BOW	all_FOC	c1	0
hoop.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.25278740037199526	0.18667922816941593	1	5000	5000	308	hoop	NA	NA	nobound	725	lex	5_5	no	nav	4_4	0.24761775725001764	BOW	nav_5000	c1	0
hoop.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.3330188529269479	-0.3178110067118245	1	5000	5000	308	hoop	NA	NA	nobound	725	lex	5_5	no	all	4_4	0.21412086427251592	BOW	all_5000	c2	0
hoop.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.2157118902432034	0.15747310529153638	1	FOC	561	308	hoop	NA	NA	nobound	725	lex	5_5	no	nav	4_4	0.2558029283066456	BOW	nav_FOC	c1	0
hoop.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.22328675063564973	0.158446978745468	1	FOC	725	308	hoop	NA	NA	nobound	725	lex	5_5	no	all	4_4	0.24437312235066813	BOW	all_FOC	c1	0
hoop.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.09597311123832597	-0.07453249478261764	1	5000	5000	312	hoop	NA	NA	nobound	498	all	5_5	weight	nav	4_4	0.20176412716694206	BOW	nav_5000	c4	0
hoop.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	0.10407692671470631	-0.16104682650377292	1	5000	5000	312	hoop	NA	NA	nobound	498	all	5_5	weight	all	4_4	0.2073122886660212	BOW	all_5000	c5	0
hoop.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.003146803634254062	-0.032505830670493674	1	FOC	276	312	hoop	NA	NA	nobound	498	all	5_5	weight	nav	4_4	0.2379916210860887	BOW	nav_FOC	c4	0
hoop.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.006604219390500366	-0.016787110900102247	1	FOC	498	312	hoop	NA	NA	nobound	498	all	5_5	weight	all	4_4	0.22021631083524623	BOW	all_FOC	c4	0
hoop.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.16748522549301995	0.0752708239213022	1	5000	5000	312	hoop	NA	NA	nobound	498	all	5_5	selection	nav	4_4	0.20479597959281015	BOW	nav_5000	c6	0
