cw	ppmi
1952/C	0.0
1953/C	0.47281536
1954/C	0.0
1955/C	0.0
1956/C	0.0
1957/C	0.16405816
1958/C	0.0
1960/C	0.0
1961/C	0.108261324
1962/C	0.0
1963/C	0.89602107
1964/C	0.9052304
1966/C	1.4481369
1973/C	3.507234
19so/n	5.7044587
19th/J	1.406833
2,000-member/n	5.0113115
2,000/C	1.3369113
2,200/C	2.4502156
2,270,000/C	5.7044587
2,449/C	5.7044587
2,600/C	3.5643923
2,700/C	2.53058
2,900/C	5.0113115
2/C	0.0
20,000/C	0.52943945
20/C	0.0
200,000/C	0.83692414
200-300/n	5.7044587
200/C	0.40530825
209/C	1.3001814
20th/J	1.7496954
21/C	0.0
214/C	2.254471
217/C	2.3475614
21st/J	2.9733431
22-month/n	5.0113115
22/C	0.0
221st/J	5.7044587
228/C	2.207951
22nd/J	2.5689645
23.3%/n	5.7044587
23/C	0.0
24,000-member/n	5.7044587
24-hour/n	2.9964085
24/C	0.0
240,000/C	3.7585485
25/C	0.44379982
250/C	0.49088246
250th/J	5.7044587
26-year-old/n	3.3436046
26/C	0.22583558
260/C	2.893551
268th/J	5.7044587
27%/N	2.7600195
27/C	0.0
28/C	0.0
284,000/C	5.7044587
29/C	0.0
3,000,000/C	1.520121
3,161/C	5.7044587
3/C	0.0
30/C	0.0
300/C	0.29113984
31-year-old/n	3.2363591
31/C	0.6500457
313/C	2.5243237
317/C	2.7547703
32/C	0.0
33,000/C	3.1433628
34/C	0.5037541
343/C	3.0654013
35/C	0.034232896
36,000-member/n	5.7044587
36/C	0.0
3622/C	5.7044587
37/C	0.0
38,000,000/C	5.0113115
38/C	0.55362666
390/C	2.93187
4/C	0.0
40,000/C	0.8809564
40/C	0.0
400/C	0.0
427/C	3.535405
431/C	3.0098314
44/C	0.70809126
45/C	0.6373379
46/C	0.0
47/C	0.6736939
48/C	0.0
49/C	0.1770156
4:34-35/n	5.7044587
4th/J	2.8413057
5,000,000/C	1.9271104
5/C	0.11566618
50/C	0.572491
500/C	0.9673833
50th/J	2.446362
51/C	0.07074099
53/C	0.10086484
55%/N	2.828073
55/C	0.0
550/C	2.0801177
558/C	4.095021
565/C	4.6058464
57/C	0.14820984
597/C	3.9126992
6,000/C	1.4219071
6/C	0.0
60,000,000/C	4.788168
60/C	0.0
600/C	0.16712432
62%/N	3.6763103
62/C	0.087142184
64/C	0.2309282
6401/C	5.7044587
65/C	0.0
66/C	0.9078419
68/C	0.41040027
69/C	0.4182138
6o/n	1.3032422
6th/N	6.397606
7,000/C	1.8332576
7/C	0.0
70%/N	2.1817813
70,000/C	2.276944
70/C	0.0
700/C	0.70826036
71/C	0.4903384
72/C	0.2066758
73/C	1.1840296
75/C	1.4744668
756/C	5.0113115
79/C	0.5879629
7:45/C	3.507234
8,000/C	1.5773242
8/C	0.0
80,000/C	2.0668724
80/C	0.7271503
81/C	1.2149799
815/C	5.2989936
85/C	0.90928805
89/C	0.741614
8:15/C	3.507234
9/C	0.8120064
90/C	0.08923414
905/C	4.6058464
96/C	0.9457093
960,000/C	4.6058464
:/p	0.24406044
;/p	0.17387864
<p>/n	0.73664767
?/p	0.0
a-9/n	4.3181643
a-going/n	3.625017
a.m.-that/R	0.31721503
a/D	0.07549139
a/N	0.03488197
a/R	0.0
aaron/N	0.5558988
abandon/V	0.6162966
abbey/N	2.5264049
abbot/N	1.499766
abbott/N	1.9123459
abc/N	0.48599645
aberdeen/N	2.4796007
abergavenny/N	5.7044587
abhorrent/J	3.9126992
abigail/N	0.8681767
ability/N	0.0
abject/J	1.854311
able/J	0.0
aboard/I	0.0
abolish/V	0.09151298
abolition/N	1.1093388
abortion/N	2.0031567
abound/V	1.9242542
about/I	0.0
about/R	0.0
above/I	0.0
above/R	0.0
abreast/J	0.97707075
abroad/R	0.43861276
abruptly/R	0.0
absolute/J	0.14172778
absolutely/R	0.0
absolution/N	3.3578565
absorb/V	0.0
absurdity/N	1.0794858
abundant/J	0.3717398
abuse/N	0.24062678
abuse/V	0.8250716
abut/V	3.625017
abysmally/R	3.4018736
abyssinian/J	3.9126992
academic/J	0.033371497
academy/N	0.0
accent/N	0.2910284
accent/V	1.8332576
accept/V	0.2978849
acceptable/J	0.42583385
acceptance/N	0.51177955
accepted/J	0.40239823
accident/N	0.0
accommodate/V	0.41341764
accompany/V	0.46764436
accomplish/V	0.6440812
accomplished/J	1.4559634
accomplishment/N	0.0
accord/N	1.285618
accord/V	0.6485313
accordance/I	0.3199635
accordance/N	3.625017
according/I	0.25283507
accost/V	2.7087264
account/N	0.0
accountant/N	0.94228464
accra/N	2.6248448
accuracy/N	0.13097464
accuse/V	0.0
accustom/V	1.3396629
achieve/V	0.17781115
acid/N	0.0
acidly/R	1.920269
acknowledge/V	0.021219013
acolyte/N	3.6895556
acquaint/V	1.2423892
acquaintance/N	0.0
acquire/V	0.0
acre/N	0.5305713
across/I	0.0
across/R	0.8178759
act/N	0.31668144
act/V	0.0
action/N	0.0
active/J	1.13031
actively/R	1.1453323
activity/N	0.7624055
acton/N	1.1401104
actor/N	0.0
actress/N	0.0
actual/J	0.1363813
actually/R	0.0
acumen/N	2.01683
acute/J	0.0
ad/N	0.0
ad/R	1.1718591
adaptation/N	1.3127911
add/V	0.0
addison/N	1.854311
addition/I	0.0
addition/N	0.47294897
addition/R	0.0
additional/J	0.0
address/N	0.0
address/V	0.6590999
adele/N	0.99492836
adenauer/N	0.0
adequate/J	0.0
adherence/N	1.3737253
adherent/N	2.3200684
adjoin/J	2.4548595
adjoin/V	2.2232184
adjust/V	0.0
adjustment/N	0.14271982
administer/V	1.4026934
administration/N	0.0
administrative/J	1.2624798
administrator/N	1.2068737
admiralty/N	2.2094674
admiration/N	0.0
admire/V	0.0
admirer/N	0.5123354
admission/N	0.0
admit/V	0.06560582
admittance/N	2.1057775
adobe/N	2.9964085
adolescent/N	0.72085196
adopt/V	0.0
adore/J	3.625017
adore/V	0.3863386
adorn/V	1.2977394
adroit/J	2.7613363
adult/N	0.112725616
adulterous/J	3.1395092
adultery/N	2.11333
advance/N	0.0
advance/V	0.0
advantage/N	0.059453484
advantageous/J	1.5170791
advent/N	2.3722541
adventist/J	5.7044587
adventist/N	3.507234
advertiser/N	0.8878127
advertisin/N	4.3181643
advertising/N	0.0
advice/N	0.0
advisable/J	1.4768952
advise/V	0.14512402
advocate/N	0.84891886
advocate/V	0.0
aesthetically/R	3.507234
affair/N	0.6222199
affect/V	0.0
affection/N	0.15198362
affectionate/J	0.90866804
affiliate/N	1.610114
affiliate/V	3.4426954
affiliation/N	1.3665144
affirm/V	0.5240805
affirmation/N	2.3920925
afflict/V	1.1611638
afford/V	0.6229766
afield/R	2.0155792
afraid/J	0.0
africa/N	0.67491233
african/J	0.057202373
african/N	0.0
after-ward/n	4.6058464
after/I	0.10054021
after/R	0.5339746
afterlife/N	3.4018736
aftermath/N	1.2345356
afternoon/N	0.21942458
afterward/R	0.0
afterwards/R	1.4719476
again/R	0.0
against/I	0.5056308
age-old/n	1.7436454
age/N	0.14873265
aged/J	1.1677457
agency/N	0.48379096
agent/N	0.0
aggravate/V	1.111361
aggressive/J	0.0
aggressor/N	1.0962929
agility/N	1.7994602
agincourt/N	4.6058464
aging/J	0.775395
agnostic/N	3.334215
ago/R	0.15299308
agree/V	0.0
agreement/N	0.0
agriculture/N	0.0
ah/U	0.0
ahead/R	0.0
ai/n	0.0
aid/I	3.625017
aid/N	0.0
aid/V	0.60662675
aide/N	0.039416943
aids/N	1.0410194
ail/V	1.204649
ailing/J	0.93589485
aim/N	0.5146316
aim/V	0.0
aimlessly/R	2.178098
ainsworth/N	2.877145
air-raid/n	2.4855828
air/N	0.0
aircraft/N	0.0
airline/N	0.0
airplane/N	0.1099331
aisle/N	1.5675602
al/N	0.0
alabama/N	0.0
alan/N	0.0
alaric/N	5.0113115
alarm/N	0.04610942
alarm/V	0.992454
alaska/N	0.2998686
alb/N	4.788168
alban/N	2.7213051
albany/N	0.0
alben/N	2.9256394
albert/N	0.1670259
albrecht/N	3.625017
albuquerque/N	2.0655575
alcohol/N	0.0
alcoholic/N	1.5401217
alcove/N	2.2232184
aldeburgh/N	5.0113115
alert/V	0.0
alexander/N	0.0
alexandria/N	0.8610592
alexandrian/N	4.095021
alexis/N	2.01683
alfred/N	0.0
alice/N	0.0
alien/J	0.0
alien/N	0.17900565
alienate/V	1.3613027
alienation/N	1.9908866
alighieri/N	4.6058464
alight/V	1.2501113
alike/J	0.8721528
alike/R	0.0
alive/J	0.0
all-africa/n	5.7044587
all-even/n	5.7044587
all-out/n	0.108261324
all-too-human/n	5.7044587
all-white/n	1.9444219
all/P	0.0
all/R	0.0
allegation/N	1.8437289
allegiance/N	2.1634994
allen/N	1.0393229
allentown/N	2.9964085
allergic/J	1.7532148
alley/N	0.0
allgood/N	3.3065634
alliance/N	0.0
allied/J	0.0
allocation/N	1.1611638
allow/V	0.53088427
ally/N	0.0
alma/N	0.45238152
almost/R	0.0
alms/N	3.643945
alone/I	1.3574116
alone/J	0.0
alone/R	0.548265
along/I	0.0
along/R	0.008922139
alongside/I	0.7136859
aloof/J	1.0893381
aloud/R	0.0
alps/N	1.6009891
already/R	0.0
also/R	0.0
altar/N	3.1637518
alter/V	0.0
alteration/N	1.6034695
alternate/J	0.2839236
alternative/J	1.1786022
alternative/N	0.0
although/I	0.0
alto/N	1.8353431
altogether/R	0.0
altruism/N	3.3065634
alumnae/N	3.7585485
always/R	0.1377233
amalie/N	4.3181643
amasa/N	0.46271157
amazement/N	0.2676845
ambassador/N	0.0
ambition/N	1.0778531
ambrose/N	1.1220454
ambulance/N	0.03216678
amen/U	0.7304873
amend/V	0.61840665
amendment/N	0.43445498
amends/N	2.0668724
america/N	0.7791352
american/J	0.2541691
american/N	0.0
amid/I	0.0
aminta/N	2.5689645
among/I	0.5288336
amongst/I	1.2618073
amortize/V	3.7585485
amount/N	0.0
amplify/J	3.3065634
amsterdam/N	1.8807205
an/D	0.0
anachronistic/J	2.6134162
analogy/N	1.6672724
analysis/N	0.0
anarchist/N	1.470352
anathema/N	2.3032613
anc/N	3.637596
ancestor/N	0.5066524
ancestral/J	1.265343
ancestry/N	1.5300713
anchor/N	0.5454033
anchor/V	1.3671678
ancient/J	1.3843074
anciently/R	3.5184073
ancillary/J	3.5643923
and/C	0.21783093
and/R	0.0
anderson/N	0.31181636
andersoni/N	2.3032613
andrew/N	1.0195534
andrews/N	0.5151194
angel/N	0.68767554
angela/N	0.1553825
angeles/N	0.38022983
angelo/N	1.9225442
angelus/N	4.6058464
anger/N	0.0
angle/N	0.0
anglican/J	4.494621
anglican/N	3.9126992
anglicization/N	5.0113115
anglo-catholic/n	4.6058464
anglo-saxon/n	2.178098
angrily/R	0.35766858
angry/J	0.0
anguish/N	0.13040522
angus/N	1.9432585
animal/N	0.0
ann/N	0.5459063
anna/N	0.0
annapolis/N	1.665803
anne/N	0.0
anniversary/N	1.3938273
announce/V	0.0
announcement/N	0.0
annoy/V	0.5311377
annoyed/J	0.28613842
annoying/J	1.2618073
annual/J	0.81871486
annulment/N	2.8252602
annunciation/N	3.1707618
anomolous/J	6.397606
anonymous/J	0.23766507
anonymously/R	2.8860602
another/D	0.0
another/P	0.0
ansie/N	0.5804946
answer/I	1.2385504
answer/N	0.0
answer/V	0.0
answerable/J	2.5689645
ant/N	0.86738336
antagonism/N	2.3487236
antagonize/V	1.6853765
anthem/N	1.6614074
anthony/N	0.0
anthropological/J	2.178098
anti-/J	0.9859597
anti-capitalist/n	4.6058464
anti-christ/n	3.7585485
anti-church/n	5.7044587
anti-communist/n	0.49006647
anti-nationalist/n	4.3181643
anticipate/V	0.0
anticlerical/J	4.1640134
anticlericals/N	4.6058464
anticommunist/N	2.2704713
antioch/N	2.446362
antipoverty/J	2.3388884
antiquated/J	1.5455755
antler/N	2.7600195
antony/N	2.5689645
antwerp/N	2.5264049
anxiety/N	0.0552203
anxious/J	0.0
any/D	0.0
anya/N	1.1935991
anybody/N	0.20390357
anyhow/R	0.0
anyone/N	0.0
anything/N	0.0
anyway/R	0.014183596
anywhere/R	0.0
apart/I	0.8025227
apart/R	0.0
apartment/N	0.0
apathy/N	0.81410944
ape/N	0.74476576
apex/N	1.3100095
apologize/V	1.7217109
apology/N	0.16909477
apostate/J	4.095021
apostle/N	2.1722329
apostolic/J	4.283073
apparent/J	0.0
apparently/R	0.0
appeal/N	0.0
appear/V	0.0
appearance/N	0.0
appia/N	4.6058464
applaud/V	0.08532664
applause/N	0.48248246
appleton/N	2.0854652
application/N	0.0
apply/V	0.0
appoint/V	0.2000082
appointment/N	0.35735106
apportion/V	2.1363354
appreciate/V	0.5425339
apprentice/N	0.51903
approach/N	0.0
approach/V	0.0
appropriate/J	0.0
approval/N	0.0
approve/V	0.29396647
apricot/N	2.446362
april/N	0.0
apse/N	2.8712451
aramburu/N	4.5258036
ararat/V	5.7044587
arbitrary/J	0.3765824
arc/N	0.0
arc/V	0.93462175
arcade/N	2.1491106
arch-shaped/n	5.7044587
arch/J	1.0410194
arch/N	0.83180904
archaeological/J	2.1884456
archaeologist/N	1.499766
archaic/J	1.6971254
archangel/N	2.93187
archbishop/N	2.8715394
archdale/N	6.397606
archdiocese/N	4.0180597
archetype/N	2.3722541
archimandrite/J	5.7044587
architect/N	0.102616556
architectural/J	0.74476576
architecturally/R	3.507234
architecture/N	0.0
ardent/J	0.64916867
area/N	0.0
argentina/N	0.79530245
argentine/J	1.8763608
argue/V	0.0
argument/N	0.0
arise/V	0.0
aristocrat/N	1.0039783
aristotle/N	1.8204921
ark/N	1.3375456
arm/N	0.0
armenia/N	3.0654013
armenian/J	3.8612669
armenian/N	3.4531667
army/N	0.0
arnold/N	0.0
around/I	0.0
around/R	0.0
arouse/V	0.6057107
arrange/V	0.0
arrangement/N	0.31566086
array/N	0.67598337
arrest/N	0.26583594
arrest/V	0.9918363
arrive/V	0.0
arrogant/J	0.8246916
arrow/N	0.43030584
arsenal/N	0.9744194
arson/N	1.8332576
art/N	0.18099967
arthur/N	0.0
article/N	0.31421745
artificial/J	0.0
artillery/N	0.2457245
artisan/N	1.5455755
artist/N	0.0
as/I	0.038590003
as/R	0.0
as/n	0.73812354
as1/n	5.0113115
asa/N	0.5170728
asbury/N	3.625017
ascension/N	3.8718772
ash/N	0.07279888
ashamed/J	0.3834832
ashore/R	0.0
asia/N	0.0
asian/J	0.6225885
aside/I	0.106592335
aside/R	0.0
ask/N	1.7541769
ask/V	0.0
askew/J	1.8126383
asleep/J	0.0
aspect/N	0.0
assail/V	1.4088753
assemble/V	0.22153062
assembly/N	0.7815622
assert/V	0.0
assertion/N	0.4129141
asset/N	0.0
assign/V	0.7964714
assimilate/V	1.5300713
assisi/N	3.1707618
assist/V	0.9415371
assistance/N	0.0
assistant/J	1.7189707
assistant/N	0.0
assize/N	4.3181643
associate/J	0.39223832
associate/N	0.0
associate/V	0.0
association/N	0.96871877
assortment/N	1.061511
assume/V	0.0
assumption/N	0.34207156
assurance/N	0.25095537
assure/V	0.0
assyrian/N	3.219552
ast/V	2.9412892
astonishment/N	0.7211945
astound/J	2.4956331
astray/R	2.0155792
astronomy/N	1.9590807
asylum/N	0.80998266
at/I	0.3188882
at/R	0.07943377
athanasius/N	4.6058464
atheism/N	3.0654013
atheist/J	3.7585485
atheist/N	2.178098
athenagoras/N	3.9126992
athletic/J	0.026164876
athletics/N	1.4030999
atkinson/N	1.854311
atlanta/N	1.6300334
atlantic/N	0.0
atmosphere/N	0.18837209
atomic/J	0.0
atonement/N	2.93187
atop/I	0.55203444
atrociously/R	3.9126992
attach/V	0.5370475
attachment/N	0.667506
attack/N	0.34103647
attack/V	0.0
attainment/N	1.1837575
attempt/N	0.114564955
attempt/V	0.12333351
attend/J	5.7044587
attend/V	2.5656486
attendance/N	2.831459
attendant/J	1.966789
attender/N	5.4420943
attention/N	0.0
attest/V	1.0992883
attitude/N	0.49808207
attorney/N	0.0
attractive/J	0.0
attribute/N	1.7924355
atwood/N	2.93187
audience/N	0.0
auditorium/N	0.958223
audubon/N	0.0
aug/N	3.023437
augment/V	1.3224319
augmentation/N	4.6058464
august/J	2.1491106
august/N	0.0
augustana/N	5.7044587
augustin/N	3.625017
augustine/N	2.8920484
augustinian/J	3.7585485
augustus/N	0.22381966
aunt/N	0.10981692
aura/N	1.0697296
auspices/N	1.2316775
austere/J	1.3305901
austerity/N	1.2501113
austin/N	0.52225375
australia/N	0.0
austria/N	1.0890906
authentic/J	0.43145904
author/N	0.0
authority/N	0.8608695
authorize/V	1.0719651
authorship/N	1.9691727
auto/N	0.0
autocephalous/J	5.7044587
automatic/J	0.0
automation/N	0.0
automobile/N	0.26013792
autonomous/J	1.7182562
autonomy/N	1.9908866
autumn/N	0.72899
autun/N	4.095021
auxiliary/N	3.1395092
available/J	0.36658403
avenue/N	1.4057063
average/J	0.0
aviary/N	3.3065634
avoid/V	0.0
await/V	0.0
awaken/V	0.0
award/V	0.24593747
aware/J	0.0
awareness/N	0.0
away/I	0.4103412
away/J	1.4003935
away/R	0.0
awesome/J	1.1297476
awful/J	0.0
awkward/J	0.0
awkwardly/R	0.74863154
b'rith/N	3.9126992
b.c.-a/N	3.0654013
b/N	0.0
babcock/N	2.536876
babel/N	2.340617
baby/N	0.027020087
bacchus/N	3.4018736
bach/N	0.024968805
bachelor/N	0.83385193
back/N	0.0
back/R	0.0
back/V	0.0
backer/N	0.8032662
background/N	0.0
backing/N	1.1118672
backward/R	0.0
backwards/R	0.34528133
bacon/N	0.30358464
bad/J	0.0
badia/N	5.7044587
badly/R	0.0
baedeker/N	3.219552
bail/V	1.217509
bait/V	1.2068737
bake/V	0.52267504
baked/J	2.0557504
baker/N	0.1695551
balance/N	0.0
balance/V	0.0
baldwin/N	0.0
balk/V	1.6916857
ball/N	0.0
ball/V	2.4855828
ballard/N	1.854311
balloon/N	0.002177239
baltic/N	2.2387228
ban/N	0.44293487
ban/V	1.200952
band/N	0.0
bandstand/N	1.9056042
bank/N	0.06476346
banquet/N	0.6938233
banska/N	5.7044587
baptis/N	2.7600195
baptism/N	3.0188813
baptist/J	4.7625885
baptist/N	4.63217
baptistry/N	4.6058464
baptists/N	4.3239503
baptize/V	4.0419106
baptized/J	4.3181643
bar/N	0.0
bar/V	0.25535333
barb/N	1.0716733
barbara/N	0.0
barbarian/J	2.7087264
barbarian/N	1.610114
barbershop/N	2.2704713
barbican/N	3.507234
barbro/N	4.2400465
bare/J	0.0
bargain/N	0.60581243
bargaining/N	0.0
barkley/N	2.3848329
barn/N	0.9260917
barnes/N	0.9673833
barnett/N	0.9452806
baron/N	0.014268067
baroque/N	2.9476182
barracks/N	0.80624574
barrel/N	0.7680082
barren/J	0.52717954
barrier/N	0.0
barroom/N	1.7599684
bartholomew/N	0.74336374
barton/N	1.2437363
bas-relief/n	2.7600195
bascom/N	1.4602582
base/N	0.0
base/V	0.0
basement/N	1.960197
basic/J	0.0
basilica/N	2.1209397
basis/N	0.0
basket/N	0.7089369
basque/J	1.920269
bastion/N	1.7173281
bat/N	0.0
bathe/V	0.30742773
battle/N	0.0
battleground/N	2.0525024
bawl/V	0.9603964
baxter/N	0.64916867
bay/N	0.0
bayne/N	4.2003813
bazaar/N	2.5410955
be/M	0.0
be/R	0.0
be/V	0.0
beach/N	0.0
beachhead/N	2.6134162
bead/N	0.0
beam/N	0.0
beam/V	0.0
bean/N	1.2092428
bear/N	0.0
bear/V	0.0
beard/N	0.0
bearer/N	1.4588246
beat/N	0.0
beat/V	0.0
beatification/N	5.2989936
beatify/J	5.0113115
beaumont/N	1.143763
beautiful/J	0.7520845
beauty/N	0.0
beaver/N	0.6613561
because/I	0.15450503
become/V	0.3330715
bed/N	0.0
bede/N	4.095021
bedevil/V	2.4160566
bedford/N	1.8004677
bedraggled/J	2.7600195
beecher/N	1.5377934
beer-swilling/n	5.7044587
beer/N	0.35293227
befit/V	1.7417425
before/I	0.059352662
before/R	0.22873303
beg/V	0.08732392
beggar/N	1.0839072
begin/V	0.0
beginning/N	0.0
begotten/V	3.507234
behalf/I	0.3883013
behave/V	0.030791737
behavior/N	0.0893252
behaviorism/N	3.4018736
behaviour/N	0.63681304
behind/I	0.254957
behind/R	0.047898754
being/N	0.0
belated/J	1.7154745
belfry/N	4.788168
belgian/J	1.1495296
belgium/N	0.2267406
belief/N	0.9223982
believe/J	4.3181643
believe/V	0.0
believer/N	1.493072
bell/N	2.6334295
belle/N	0.2267406
bellerose/N	5.0113115
bellringer/N	5.7044587
belong/V	1.1963226
below/I	0.0
below/R	0.0
belt/N	0.0
bench/N	0.0
bend/N	0.1723545
beneath/I	0.0
beneath/R	1.1935991
benedictine/J	3.9126992
benediction/N	2.7600195
benefaction/N	3.219552
benefactor/N	1.9842016
beneficial/J	1.7889417
beneficiary/N	1.7628767
benefit/N	0.0
benevolent/J	1.8254755
benjamin/N	0.0
bennett/N	0.5267564
benson/N	0.10160203
bequeath/V	2.0935407
ber/N	1.9908866
berdyaev/N	4.095021
berean/J	5.7044587
bergamo/N	2.6599362
berlin/N	0.0
bernini/N	3.7585485
berry/N	0.0
beset/V	1.0414913
beside/I	0.0
besides/I	0.147534
besides/R	0.0
bespectacled/J	2.4339395
best/J	0.0
best/R	0.0
bestow/V	1.1048036
bet/N	0.2725942
beth/N	1.470352
bethel/N	4.4051757
bethlehem/N	1.5273826
betray/V	0.0
betsy/N	0.0
better/J	0.0
better/R	0.0
between/I	0.33976844
beyond/I	0.19967441
beyond/R	0.0
bible/N	1.8600264
biblical/J	1.5120299
biennial/N	2.9539876
bier/N	2.7600195
big-city/n	1.8065345
big/J	0.0
bigamy/N	3.9126992
bill/N	0.0
billboard/N	1.0457476
billing/N	1.5629125
billion/N	0.0
bind/V	0.0
binding/J	1.5300713
bing/N	1.8058586
bing/V	2.207951
bingo/N	2.7099771
biographer/N	1.499766
biography/N	0.34082174
biologist/N	1.3896407
bird/N	0.0
birdsong/N	0.93377393
birmingham/N	1.7181236
birth-control/n	3.507234
birth/N	1.1730695
birthday/N	0.016805494
bis/R	3.7585485
bishop/N	3.3469296
bissonnette/N	3.787536
bit/N	0.25904214
bit/R	0.0
bitter/J	0.20514104
bitterly/R	0.0
bitterness/N	0.0
bittersweet/J	2.6599362
biweekly/R	3.507234
black/J	0.0
black/N	0.0
blackened/J	1.5773242
blackford/N	2.178098
blackjack/N	1.8405759
blacksmith/N	1.5178387
blackstone/N	2.5264049
blake/N	1.7537645
blame/N	0.18821123
blame/V	0.0
blank/J	0.41922647
blank/V	2.0935407
blanket/N	0.0
blast/N	0.5076204
blast/V	0.0
blaze/N	0.42813125
blaze/V	0.043931622
bless/J	0.3431664
bless/V	0.36116785
blessing/N	0.0
blind/J	0.0
blindfold/V	1.837433
blinding/J	0.97707075
blindness/N	1.2618073
blister/V	2.3032613
blitze/V	4.6058464
bloat/V	4.3181643
block/N	0.9754044
blond/J	0.0
blood/N	0.0
bloomfield/N	2.5453327
blossom/N	1.0012547
blot/N	2.446362
blow/N	0.0
blow/V	0.11557269
blue/J	0.0
blue/N	0.147341
blunder/V	1.470352
blunderbuss/N	3.7585485
blur/V	0.4752234
blurt/V	0.714026
board/N	0.30504638
board/R	1.0794858
board/V	0.0
boast/V	0.0
boat/N	0.0
bob/N	0.0
bob/V	0.25772122
body/N	0.38563418
bog/N	1.4559634
boi/N	2.6599362
boisterous/J	1.5621178
bold/J	0.0
bold/N	3.5585272
boldness/N	1.6666844
bologna/N	1.7824852
bolster/V	0.65012544
bolt/V	0.66103345
bomb/N	0.6616071
bomb/V	2.252885
bombing/N	2.8712451
bona/J	2.3371627
bond/N	0.0
bone/N	0.0
bonjour/N	3.507234
bonnet/N	1.785791
book/N	0.0
booking/N	2.028158
boom/V	1.2296818
boost/N	0.46191823
boot/N	0.21167153
bore/V	0.0
boredom/N	0.37391606
boris/N	1.0736207
born/V	0.0
borning/V	5.7044587
borrow/V	0.31889376
bosom/N	0.33382055
bosra/N	5.0113115
boss/N	0.0
boston/N	1.0451345
both/P	0.0
both/R	0.07086331
bother/V	0.0
bottom/N	0.0
bougainvillea/N	5.0113115
bough/N	1.1194911
boulevard/N	1.2248516
bound/N	0.97707075
bound/V	1.0605485
boundary/N	0.0
boundless/J	1.650936
bournemouth/N	3.0064588
