cw	ppmi
anderszins/adv	1.2639499
angel/noun	0.034699827
anglicaans/adj	1.2373806
angst/noun	0.30972183
angst/prep	0.8180417
angstaanjagend/adj	1.3061994
angstvallig/adj	0.1170411
angstwekkend/adj	1.0756578
animaties/noun	0.48209092
animositeit/noun	0.18960868
anjer/noun	2.047532
annalen/noun	1.4713236
anno/prep	0.65761054
anoniem/adj	0.31015527
anonimiteit/noun	0.5674715
anorexia/noun	0.087987185
ansjovis/noun	2.0041564
antiek/adj	0.4031431
antiek/noun	0.42848074
antiquair/noun	0.17196389
antisemiet/noun	0.5838549
antisemitisme/noun	0.7558589
antrax/noun	0.627286
antropologisch/adj	0.72490895
apart/adj	0.23855214
apartheid/noun	3.2280712
apathisch/adj	0.421614
apocalyptisch/adj	0.39678368
apostel/noun	0.8841935
apotheek/noun	0.3759514
appel/noun	0.082995616
appelmoes/noun	2.452997
applaus/noun	0.20089039
apprecieer/verb	0.35497916
aquarium/noun	0.18423587
arbeid/noun	0.408284
arbeider/noun	0.9079397
archipel/noun	0.042959064
architecte/noun	0.017199712
architectonisch/adj	0.24119788
archivaris/noun	0.48870268
aristocratisch/adj	0.18594581
arm/adj	1.8056457
arm/noun	0.7539632
armband/noun	2.4167037
armetierig/adj	0.18945253
armoe/noun	0.8780822
armoede/noun	1.0328008
aroma/noun	2.498806
aromatisch/adj	2.2568822
arrestant/noun	1.1356236
arrestatie/noun	0.011519355
arresteer/verb	0.22983842
arriveer/verb	0.36584204
arrogant/adj	0.13681804
arsenaal/noun	0.34529603
artiest/noun	0.9580523
as/noun	0.107173346
asbak/noun	0.20397328
asfalt/noun	1.2965194
asperge/noun	0.26563635
assertief/adj	0.1406252
assistente/noun	0.12571937
associatie/noun	0.39741436
associeer/verb	0.7053771
astrologie/noun	0.836676
astronaut/noun	0.12825683
astronomisch/adj	1.1870228
astronoom/noun	2.5634058
asymmetrische/adj	2.045754
atlas/noun	0.47384647
atleet/noun	0.8096149
atlete/noun	0.2511743
atletisch/adj	1.6490985
atoomwapen/noun	0.9237687
attribuut/noun	0.1126939
aubergine/noun	1.741034
auditie/noun	0.05542946
auditief/adj	1.7529916
augurk/noun	0.062225122
aula/noun	0.2081535
aura/noun	1.0237929
aureool/noun	0.5993772
auteur/noun	0.045212142
authenticiteit/noun	0.3885483
autistisch/adj	0.41396314
auto/noun	0.10247773
autoband/noun	1.1890994
autobiografie/noun	0.58929336
autobus/noun	0.27463463
autochtoon/adj	1.5725329
autochtoon/noun	1.1215982
autodidact/noun	0.90177804
averechts/adj	0.5085627
avondjurk/noun	3.381672
avondlijk/adj	1.2490243
avondmaal/noun	0.77831703
avonturier/noun	0.025480717
ayatollah/noun	0.254772
azijn/noun	1.0233101
baad/adj	0.063050315
baad/verb	0.38982835
baai/noun	0.879093
baan/verb	0.8876606
baanbrekend/adj	0.46288034
baar/noun	0.1305652
baar/verb	0.06914861
baard/noun	2.703181
baas/noun	0.093673676
baby/noun	0.012947728
babysit/noun	0.28094488
bachelor/noun	0.094923295
backs/noun	0.2326844
bad/noun	0.40216088
badge/noun	0.7335249
badjas/noun	2.0888426
badkamer/noun	0.47438014
badkuip/noun	1.1137377
badpak/noun	1.9099854
bagatelliseer/verb	0.056467738
bagger/noun	0.05989076
bajes/noun	2.050205
bak/noun	0.7381641
bak/verb	0.3149585
bakermat/noun	0.58393216
bakfiets/noun	0.0989085
baksteen/noun	0.90765315
bakstenen/adj	1.5651861
bal/adj	1.2587562
bal/verb	0.17303841
balanceer/verb	0.3300088
baldadig/adj	0.78750247
balie/noun	0.13661043
balk/noun	2.37498
balkon/noun	0.36549252
ballade/noun	0.47500312
ballerina/noun	1.3249183
ballet/noun	0.40985367
ballon/noun	1.736801
balpen/noun	0.77061015
balustrade/noun	0.8904892
bamboe/noun	0.89965826
ban/noun	0.17841218
ban/verb	0.30003092
banaan/noun	0.9629905
band/noun	0.57243806
bandiet/noun	0.05351057
bandopname/noun	0.5140826
bang/adj	0.43040383
banier/noun	2.734549
bankdirecteur/noun	0.3928853
bankier/noun	0.016916687
bankrekening/noun	1.9244153
bankroet/adj	0.1278457
bankroet/noun	0.053783175
bankstel/noun	1.6370744
bar/noun	0.63685197
barbaar/noun	1.1725639
barbaars/adj	0.035681095
barbarij/noun	0.72038525
baret/noun	3.8125274
bariton/noun	0.051151115
barkeeper/noun	1.2222464
barkruk/noun	1.6265062
barmhartig/adj	0.20550576
barok/adj	0.6149053
baron/noun	1.0803083
barones/noun	1.2873157
barricade/noun	0.3177828
barst/noun	0.17811964
barst/verb	0.41636327
baseball/noun	1.2511286
basilicum/noun	2.638025
basiliek/noun	0.7452845
basisinkomen/noun	0.094781265
basketbal/noun	0.5456954
basketbal/verb	1.4424888
basketballer/noun	1.353801
bass/noun	0.92659265
bassin/noun	0.06898423
bassist/noun	0.23739061
bast/noun	1.3412911
bastion/noun	0.8195846
bataljon/noun	0.4698234
bate/noun	0.15477584
bate/prep	0.17781095
bazaar/noun	0.03229534
beachvolleybal/noun	0.27480465
beambte/noun	0.5150551
beantwoord/adj	0.9290974
beat/noun	0.16744818
beau/noun	0.20328705
beautiful/noun	0.12286693
bebaard/adj	1.76458
bebloed/adj	0.38469088
beboet/verb	0.035134587
becijfer/verb	0.1262322
beconcurreer/verb	0.90256345
bedding/noun	0.43462992
bedeel/verb	0.683652
bedeesd/adj	0.26280418
bedek/verb	2.5076911
bedekt/adj	1.6519251
bedelaar/noun	0.11577122
bedelf/verb	0.17602244
bedenkelijk/adj	0.122209825
bederf/verb	0.118581645
bedevaarders/noun	0.5434546
bedien/verb	0.13281251
bediende/noun	0.7532666
bediening/noun	1.1480832
beding/noun	0.07097006
bedoel/verb	0.14746016
bedoeld/adj	0.43469644
bedompt/adj	0.24630792
bedreig/adj	0.3402391
bedreig/verb	0.18742995
bedreigd/adj	0.2365891
bedremmeld/adj	0.096060306
bedrieger/noun	0.32931596
bedrijfstak/noun	0.22912456
bedrijfsuitoefening/noun	0.087987185
bedrijvigheid/noun	0.31002048
bedrog/noun	0.36283162
bedruk/verb	1.2466623
bedrukt/adj	1.2188534
beducht/adj	0.72251153
bedwelm/adj	1.4957546
bedwing/verb	0.009475644
beek/noun	0.75899553
beeld/noun	0.4454359
beeldbuis/noun	0.7446156
beeldhouwkunst/noun	0.019173007
beeldscherm/noun	0.728841
beeldschoon/adj	1.5515581
beeldspraak/noun	0.46029395
beeldvorming/noun	0.88563764
beeltenis/noun	0.6178164
been/noun	0.23105983
been/verb	0.18914032
beer/noun	2.4553368
beest/noun	3.4037304
beestachtig/adj	0.48429
beet/noun	1.384256
beetje/adv	0.49569523
beetje/noun	0.015197096
befaamd/adj	0.65751004
bega/verb	0.07769565
begaan/adj	0.28314698
begaanbaar/adj	0.13078602
begeef/verb	0.0062890616
begenadigd/adj	0.42548123
beginjaar/noun	0.22751358
beginne/noun	0.09976454
begraaf/verb	0.015051934
begrafenis/noun	0.2837009
begraven/adj	0.7301903
begrens/verb	0.8633738
begrenzing/noun	1.283392
begroeid/adj	1.3884934
begroet/verb	0.4148569
beha/noun	2.506585
behaag/verb	0.6412191
behaaglijk/adj	0.8456635
behaard/adj	2.2858996
behandel/verb	0.22702868
behandeld/adj	0.02740405
behang/noun	1.0191083
behang/verb	1.6674788
beheer/verb	0.06600138
beheerst/adj	0.2694627
behels/verb	0.40183672
behoedzaam/adj	0.10110715
behuizing/noun	1.3792721
behulp/prep	0.092250735
behulpzaam/adj	0.1246579
beige/adj	3.4716723
beitel/verb	0.66374326
bejaard/adj	0.040322803
bejegen/verb	1.1877757
bejegening/noun	0.25627312
bejubel/verb	0.06062252
bejubeld/adj	0.020930322
bek/noun	0.42564505
bekaaid/adj	0.81737834
bekeer/verb	0.5057793
bekeerd/adj	0.9926841
beken/verb	0.09722836
bekend/adj	0.040112175
bekijks/noun	1.336896
beklaag/verb	0.0035075725
beklaagd/adj	0.18142861
beklaagdenbank/noun	0.42562622
beklaagdenbankje/noun	0.105346754
beklad/verb	1.7165085
bekleding/noun	2.255772
bekleed/adj	2.6117253
bekleed/verb	0.7622186
beklemmend/adj	1.0386399
beklijf/adj	0.36657298
bekocht/adj	0.97238266
bekoor/verb	0.15503979
bekritiseer/verb	0.8322124
bekroon/verb	0.18281317
bekroond/adj	0.36007696
bekvecht/verb	1.9893413
belaad/verb	0.48261407
belaag/verb	1.0184047
beladen/adj	0.20845655
belager/noun	0.009323508
beland/verb	0.5050494
belangstellende/noun	0.13455571
belangwekkend/adj	0.55269146
belastingplichtige/noun	0.79817104
belastingtarief/noun	0.56864595
belastingvrij/adj	0.0023933228
belazer/verb	0.03236205
beledig/adj	1.1939111
beledig/verb	0.9246623
belediging/noun	0.6250148
beleef/verb	0.6686094
beleefdheid/noun	0.08685931
beleg/verb	0.18760909
belegd/adj	0.20566443
belegen/adj	0.99466145
belegerd/adj	0.22602259
belendend/adj	0.55160695
belet/verb	0.082781404
belichaam/verb	1.1670085
belichaming/noun	0.89960533
belicht/adj	1.2919756
belicht/verb	0.25733083
belichting/noun	1.2686756
believen/noun	0.1109603
belijd/verb	0.26255217
belle/noun	0.19535072
beller/noun	0.21499944
beloofd/adj	0.03271995
bemerk/verb	0.5724094
beminnelijk/adj	0.61637974
bemoeilijk/verb	0.22446914
ben/verb	0.032721903
benadeel/verb	1.4400593
benadeeld/adj	0.69232994
benaming/noun	0.90262717
benauwd/adj	0.3569102
benauwend/adj	0.8301361
bende/noun	0.8442258
bene/adv	0.048638977
benedenverdieping/noun	0.4638483
beneem/verb	0.56197673
benefiet/noun	0.87209046
bengel/verb	0.20940037
benijdenswaardig/adj	0.76074827
benul/noun	0.08175284
benzine/noun	0.037950613
benzinepomp/noun	0.16622707
beoefen/verb	0.44126892
beoefenaar/noun	0.36781627
beoordeeld/adj	0.26011962
bepaald/adv	0.28039375
beplant/verb	0.16310482
beplanting/noun	0.48901862
bepleit/verb	0.24628957
beproef/verb	0.75420445
beproeving/noun	0.26196447
beraad/noun	0.03527955
beraadslaag/verb	0.15628505
bereden/adj	0.7367133
bereiding/noun	1.565453
bereidwillig/adj	0.19556014
bereikt/adj	0.2580273
berg/noun	0.5725193
berg/verb	0.85881
bergbeklimmer/noun	0.25144422
berghelling/noun	1.5937058
bergop/adj	0.12403618
bericht/verb	0.06585189
berijd/verb	0.61637974
berisp/verb	0.32180253
berk/noun	1.8834211
beroemd/adj	0.24694556
beroemdheid/noun	0.37186778
beroer/verb	0.80871075
beroerd/adj	0.18790546
beroering/noun	0.13870896
beroof/verb	0.03558627
berooid/adj	1.0807651
berucht/adj	1.2907989
berust/adj	0.5242504
berust/verb	0.13403039
berusting/noun	0.43217236
bes/noun	4.2129073
beschaafd/adj	0.36740965
beschamend/adj	0.13621889
beschaving/noun	0.6403017
bescherm/adj	0.04318834
beschilder/verb	1.467113
beschilderd/adj	1.0439713
beschimp/verb	1.3778051
beschonken/adj	0.30064145
beschoren/adj	0.98233813
beschouw/verb	0.1992449
beschouwer/noun	0.20265405
beschreven/adj	0.2503374
beschrijf/verb	0.38707513
beschrijving/noun	0.14238037
beschuit/noun	0.88338065
beschuldig/adj	0.454891
beschuldig/verb	0.79198825
beschuldigd/adj	0.6323359
beschuldiging/noun	0.23337927
besla/verb	0.30167145
beslagen/adj	0.23922679
beslommering/noun	0.41621307
besmet/verb	0.36103827
besmeur/verb	2.0312676
besmeurd/adj	1.6668401
besneeuwd/adj	1.1647804
bespeel/verb	0.051477477
bespied/verb	0.5693686
bespiegeling/noun	0.71817523
bespioneer/verb	0.042756807
besprenkel/verb	0.9923356
bespuit/verb	0.9338519
besta/verb	0.42437577
bestaan/noun	0.3370748
bestand/adj	0.06188149
beste/det	0.16359915
besteel/verb	0.45014504
bestek/noun	0.057342917
bestem/verb	0.12573566
bestemd/adj	0.053389437
bestempel/verb	0.5013285
bestempeld/adj	0.79305446
bestendig/verb	0.06105726
bestook/verb	0.23570494
bestorm/verb	0.12593913
bestraal/verb	1.266748
bestrijd/verb	0.22135934
bestrijder/noun	1.1897076
bestrijk/verb	0.252774
bestrooi/verb	2.5515406
bestseller/noun	0.29344982
bestudering/noun	0.9330853
betaald/adj	0.017284753
betaam/verb	1.0005292
betaling/noun	0.3767718
betast/verb	0.49376974
betekenis/noun	0.043796625
beter/noun	0.15844502
beteuterd/adj	0.9876133
beticht/verb	0.3659901
betitel/verb	0.4883267
betoger/noun	0.19535819
betoging/noun	0.14531054
beton/noun	1.1324668
betonnen/adj	0.18681225
betover/verb	0.307997
betovering/noun	0.88181937
betrapt/adj	0.9085649
betreed/verb	0.46287096
betref/verb	0.02615884
betreurd/adj	0.64979184
betuig/verb	0.054934986
betwisting/noun	0.089822695
beugel/noun	0.94008327
beuk/noun	0.26427534
beuk/verb	0.75486183
beurskrach/noun	0.25660703
beurtelings/adj	0.087987185
bevallig/adj	0.71813107
bevang/verb	0.35385597
bevangen/adj	0.54534715
bevat/verb	0.43859726
bevecht/verb	0.56110847
bevel/noun	0.07832292
bever/noun	1.9500531
bevestigd/adj	0.31157753
bevind/verb	0.11825519
bevolk/verb	0.85779077
bevolking/noun	1.4031128
bevolkt/adj	1.8627006
bevoordeel/verb	0.6925021
bevooroordeeld/adj	1.0743647
bevorder/verb	0.13923925
bevredig/verb	0.4201578
bevreemd/adj	0.6368258
bevreesd/adj	0.5350593
bevriend/adj	0.21556816
bevrijd/adj	0.82439137
bevrijding/noun	0.3746602
bevrucht/verb	0.8074811
bevuil/verb	0.24218488
bewaak/verb	0.11454821
bewaakt/adj	0.78222823
bewaarheid/verb	1.327879
bewaker/noun	0.40883657
bewapen/verb	0.64399475
bewapend/adj	1.083319
beweeg/adj	1.0144151
beweeg/verb	0.5392626
beweer/verb	0.13939998
beweging/noun	0.27968732
bewegingsvrijheid/noun	0.044646144
bewegwijzerde/noun	0.7413116
bewering/noun	0.110360906
bewerk/verb	0.18203798
bewerkt/adj	0.97597575
bewezen/adj	0.30036727
bewierook/verb	1.0907637
bewijs/noun	0.18606555
bewijs/verb	0.09276479
bewijsstuk/noun	0.12031395
bewind/noun	0.5249582
bewogen/adj	0.11658479
bewonder/adj	0.37813306
bewonderd/adj	0.84488136
bewoner/noun	0.3630901
bewoond/adj	1.3246672
bewustwording/noun	1.1824608
bewustzijn/noun	1.2407255
bezaai/verb	1.3656377
bezaaid/adj	1.3238255
bezem/noun	1.429137
bezet/verb	0.59503984
bezeten/adj	0.036506996
bezetene/adj	0.5062293
bezetter/noun	0.7598733
bezetting/noun	0.09045341
beziel/verb	0.29227197
bezieler/noun	0.7169662
bezienswaardigheid/noun	0.3781645
bezig/verb	0.15774612
bezing/verb	0.59149843
bezit/noun	0.09427813
bezit/verb	0.10688428
bezitter/noun	1.5950228
bezoedel/verb	0.4259558
bezondig/verb	0.33156306
bezweer/adj	0.28858736
bezweet/adj	0.9923356
bezwering/noun	0.2577765
bh/noun	3.442203
bibber/adj	0.8271776
bibber/verb	0.40981892
bid/verb	0.29811454
biecht/noun	0.30999112
biefstuk/noun	0.6770866
bies/noun	2.5016396
bieslook/noun	2.7218387
big/noun	0.03403133
bij/part	0.058489963
bijbehorend/adj	0.23487747
bijbel/noun	0.19766991
bijbels/adj	0.20149456
bijeen/adj	0.22183165
bijgeloof/noun	1.908394
bijgelovig/adj	0.5589223
bijgenaamd/prep	1.660589
bijgestaan/adj	0.14144331
bijhorende/adj	0.004110562
bijkomstigheid/noun	0.11784015
bijl/noun	0.09324857
bijlange/noun	0.7270449
bijna/adv	0.16568355
bijnaam/noun	0.74393076
bijpassend/adj	2.4542086
bijproduct/noun	0.19304994
bijrol/noun	0.6214973
bijt/noun	0.15764529
bijt/verb	0.16760091
bijtend/adj	1.0724751
bijverdienste/noun	0.7534495
bijverschijnsel/noun	0.22327334
bijvoorbeeld/adv	0.026903069
bikini/noun	1.3607446
bil/noun	1.1649171
biljarter/noun	0.18633483
biljet/noun	1.1323429
biljoen/noun	0.46471146
billboards/noun	1.2921951
bind/verb	0.24903294
bink/noun	0.68619615
binnen/adv	0.26318258
binnen/part	0.06351175
binnenin/prep	1.0030795
binnenkant/noun	0.75784993
binnenkomst/noun	0.86078084
binnenste/noun	0.3778817
binnenstebuiten/adj	1.3700219
biografisch/adj	0.5017814
bioscoop/noun	0.17301723
biotechnologische/adj	1.6334289
biotoop/noun	0.17269291
bisschop/noun	0.4307066
bisschoppelijk/adj	0.8916964
bitch/noun	0.7842426
bitter/adj	0.6960478
bitterheid/noun	0.12425556
bitterzoet/adj	0.7839596
bivakmuts/noun	3.11982
bivakmutsen/noun	2.8665245
bizar/adj	0.3868547
blaadje/noun	1.2468824
blaak/adj	0.32180253
blaar/noun	0.6574909
blaas/noun	0.14196429
black/noun	3.2009625
blad/noun	0.24408834
blader/verb	0.31193042
bladzij/noun	2.0684578
blaf/adj	0.77902067
blaf/verb	0.6615713
blank/adj	4.329559
blank/noun	3.8932557
blauw/adj	2.2007163
blauw/noun	1.6962147
blazer/noun	1.7355297
blazoen/noun	1.0826485
bleek/adj	1.8042578
bleekjes/noun	0.22262755
blijde/adj	0.12990302
blijdschap/noun	0.066426955
blijheid/noun	0.788781
blijk/noun	0.42875698
blijk/part	0.20465995
blijk/verb	0.046742264
blijkbaar/adj	0.0024464158
blik/noun	0.6351388
blik/verb	0.6364392
blikken/adj	0.6232625
bliksem/noun	0.4111984
bliksemafleider/noun	0.19070233
blikveld/noun	1.5087523
blind/adj	0.20787516
blink/adj	2.365519
blink/verb	1.3126023
blitse/noun	1.1490159
bloed/adj	0.33358976
bloed/noun	1.0663387
bloed/verb	0.7623453
bloedbad/noun	0.20816314
bloeddorstig/adj	0.84988546
bloeddruk/noun	0.67035633
bloede/noun	0.0029762054
bloederig/adj	0.4583989
bloedlichaampje/noun	0.13758174
bloedrood/adj	2.56353
bloedserieus/adj	0.21235128
bloedvergieten/noun	0.14184022
bloei/adj	0.8294392
bloei/verb	0.64355356
bloem/noun	0.6354043
bloemkool/noun	0.72131497
bloempot/noun	0.9517041
bloemrijk/adj	0.64338
bloesem/noun	0.05101516
blok/noun	0.7151725
blond/adj	2.2059689
blondine/noun	1.3498281
bloos/verb	0.7589925
bloot/adj	1.3821826
bloot/noun	0.8124563
bloot/part	0.43106562
blootje/noun	0.04979242
blouse/noun	3.5696106
blozend/adj	1.202704
blubber/noun	2.0447
blues/noun	2.1202333
bluf/noun	0.42872864
blunder/noun	0.1898129
blus/verb	0.060542457
bob/noun	0.5894292
bode/noun	0.36896774
bodem/noun	0.10002916
bodemloos/adj	0.38469088
body/noun	1.3135519
bodyguards/noun	1.7560352
boeddha/noun	0.86664647
boef/noun	0.6161245
boegeroep/noun	0.9157747
boei/noun	0.61046106
boek/noun	0.024605548
boekdeel/noun	0.26650727
boekenkast/noun	1.0550591
boeket/noun	1.7376262
boekhouder/noun	1.1114058
boekhouding/noun	1.9487709
boekje/noun	0.085364155
boeman/noun	1.4038007
boer/noun	1.4674088
boer/verb	0.35947135
boerderij/noun	1.6300673
boerin/noun	0.3322832
boet/verb	0.76333165
boetedoening/noun	0.16371326
boetiek/noun	0.14746338
boetseer/verb	0.0987659
boezem/noun	0.32180253
