_id	_cws.zwart.foc10.nav.weight.bound	_cws.zwart.foc10.nav.selection.bound	_cws.zwart.foc10.nav.noweight.bound	_cws.zwart.foc10.all.weight.bound	_cws.zwart.foc10.all.selection.bound	_cws.zwart.foc10.all.noweight.bound	_cws.zwart.foc5.nav.weight.bound	_cws.zwart.foc5.nav.selection.bound	_cws.zwart.foc5.nav.noweight.bound	_cws.zwart.foc5.all.weight.bound	_cws.zwart.foc5.all.selection.bound	_cws.zwart.foc5.all.noweight.bound	_cws.zwart.foc10.nav.weight.nobound	_cws.zwart.foc10.nav.selection.nobound	_cws.zwart.foc10.nav.noweight.nobound	_cws.zwart.foc10.all.weight.nobound	_cws.zwart.foc10.all.selection.nobound	_cws.zwart.foc10.all.noweight.nobound	_cws.zwart.foc5.nav.weight.nobound	_cws.zwart.foc5.nav.selection.nobound	_cws.zwart.foc5.nav.noweight.nobound	_cws.zwart.foc5.all.weight.nobound	_cws.zwart.foc5.all.selection.nobound	_cws.zwart.foc5.all.noweight.nobound	_idxs.zwart.foc10.nav.weight.bound	_idxs.zwart.foc10.nav.selection.bound	_idxs.zwart.foc10.nav.noweight.bound	_idxs.zwart.foc10.all.weight.bound	_idxs.zwart.foc10.all.selection.bound	_idxs.zwart.foc10.all.noweight.bound	_idxs.zwart.foc5.nav.weight.bound	_idxs.zwart.foc5.nav.selection.bound	_idxs.zwart.foc5.nav.noweight.bound	_idxs.zwart.foc5.all.weight.bound	_idxs.zwart.foc5.all.selection.bound	_idxs.zwart.foc5.all.noweight.bound	_idxs.zwart.foc10.nav.weight.nobound	_idxs.zwart.foc10.nav.selection.nobound	_idxs.zwart.foc10.nav.noweight.nobound	_idxs.zwart.foc10.all.weight.nobound	_idxs.zwart.foc10.all.selection.nobound	_idxs.zwart.foc10.all.noweight.nobound	_idxs.zwart.foc5.nav.weight.nobound	_idxs.zwart.foc5.nav.selection.nobound	_idxs.zwart.foc5.nav.noweight.nobound	_idxs.zwart.foc5.all.weight.nobound	_idxs.zwart.foc5.all.selection.nobound	_idxs.zwart.foc5.all.noweight.nobound
zwart/adj/het_laatste_nieuws_20040529_01_705/599	oog/noun;streep/noun;zet/verb	oog/noun;streep/noun;zet/verb	oog/noun;streep/noun;zet/verb	als/prep;net/adv;onder/prep;oog/noun;streep/noun;zet/verb	als/prep;net/adv;onder/prep;oog/noun;streep/noun;zet/verb	als/prep;hem/pron;ik/pron;mijn/det;net/adv;onder/prep;oog/noun;ook/adv;streep/noun;zet/verb	oog/noun;streep/noun;zet/verb	oog/noun;streep/noun;zet/verb	oog/noun;streep/noun;zet/verb	als/prep;net/adv;onder/prep;oog/noun;streep/noun;zet/verb	als/prep;net/adv;onder/prep;oog/noun;streep/noun;zet/verb	als/prep;hem/pron;ik/pron;mijn/det;net/adv;onder/prep;oog/noun;ook/adv;streep/noun;zet/verb	oog/noun;streep/noun;zet/verb	oog/noun;streep/noun;zet/verb	oog/noun;streep/noun;zet/verb	als/prep;net/adv;onder/prep;oog/noun;streep/noun;zet/verb	als/prep;net/adv;onder/prep;oog/noun;streep/noun;zet/verb	als/prep;hem/pron;ik/pron;mijn/det;net/adv;niet/adv;nog/adv;onder/prep;oog/noun;ook/adv;streep/noun;zet/verb	oog/noun;streep/noun;zet/verb	oog/noun;streep/noun;zet/verb	oog/noun;streep/noun;zet/verb	als/prep;net/adv;onder/prep;oog/noun;streep/noun;zet/verb	als/prep;net/adv;onder/prep;oog/noun;streep/noun;zet/verb	als/prep;hem/pron;ik/pron;mijn/det;net/adv;onder/prep;oog/noun;ook/adv;streep/noun;zet/verb	R0,R3,R4	R0,R3,R4	R0,R3,R4	L3,L2,R0,R1,R3,R4	L3,L2,R0,R1,R3,R4	L4,L3,L2,L1,L0,R0,R1,R2,R3,R4	R0,R3,R4	R0,R3,R4	R0,R3,R4	L3,L2,R0,R1,R3,R4	L3,L2,R0,R1,R3,R4	L4,L3,L2,L1,L0,R0,R1,R2,R3,R4	R0,R3,R4	R0,R3,R4	R0,R3,R4	L3,L2,R0,R1,R3,R4	L3,L2,R0,R1,R3,R4	L4,L3,L2,L1,L0,R0,R1,R2,R3,R4	R0,R3,R4	R0,R3,R4	R0,R3,R4	L3,L2,R0,R1,R3,R4	L3,L2,R0,R1,R3,R4	L4,L3,L2,L1,L0,R0,R1,R2,R3,R4
zwart/adj/het_laatste_nieuws_20040806_01_320/144	achtergrond/noun;ben/verb;jazz/noun;schaduw/noun;wit/adj	achtergrond/noun;ben/verb;jazz/noun;schaduw/noun;wit/adj	achtergrond/noun;ben/verb;jazz/noun;schaduw/noun;tentoonstelling/noun;wit/adj	achtergrond/noun;ben/verb;de/det;een/det;jazz/noun;op/prep;schaduw/noun;wit/adj	achtergrond/noun;ben/verb;de/det;een/det;jazz/noun;op/prep;schaduw/noun;wit/adj	achtergrond/noun;ben/verb;de/det;een/det;jazz/noun;op/prep;schaduw/noun;tentoonstelling/noun;wit/adj	achtergrond/noun;schaduw/noun;wit/adj	achtergrond/noun;schaduw/noun;wit/adj	achtergrond/noun;schaduw/noun;wit/adj	achtergrond/noun;een/det;op/prep;schaduw/noun;wit/adj	achtergrond/noun;een/det;op/prep;schaduw/noun;wit/adj	achtergrond/noun;een/det;op/prep;schaduw/noun;wit/adj	achtergrond/noun;ben/verb;jazz/noun;schaduw/noun;wit/adj	achtergrond/noun;ben/verb;jazz/noun;schaduw/noun;wit/adj	achtergrond/noun;ben/verb;bezoeker/noun;jazz/noun;kan/verb;schaduw/noun;tentoonstelling/noun;werk/noun;wit/adj	achtergrond/noun;ben/verb;de/det;een/det;jazz/noun;op/prep;schaduw/noun;wit/adj	achtergrond/noun;ben/verb;de/det;een/det;jazz/noun;op/prep;schaduw/noun;wit/adj	achtergrond/noun;ben/verb;bezoeker/noun;de/det;een/det;er/adv;jazz/noun;kan/verb;op/prep;schaduw/noun;tentoonstelling/noun;van/prep;werk/noun;wit/adj	achtergrond/noun;schaduw/noun;wit/adj	achtergrond/noun;schaduw/noun;wit/adj	achtergrond/noun;bezoeker/noun;schaduw/noun;wit/adj	achtergrond/noun;een/det;op/prep;schaduw/noun;wit/adj	achtergrond/noun;een/det;op/prep;schaduw/noun;wit/adj	achtergrond/noun;bezoeker/noun;een/det;op/prep;schaduw/noun;wit/adj	L6,L5,L3,L2,R0	L6,L5,L3,L2,R0	L8,L6,L5,L3,L2,R0	L9,L6,L5,L4,L3,L2,L1,L0,R0	L9,L6,L5,L4,L3,L2,L1,L0,R0	L9,L8,L6,L5,L4,L3,L2,L1,L0,R0	L3,L2,R0	L3,L2,R0	L3,L2,R0	L4,L3,L2,L1,L0,R0	L4,L3,L2,L1,L0,R0	L4,L3,L2,L1,L0,R0	L6,L5,L3,L2,R0	L6,L5,L3,L2,R0	L8,L6,L5,L3,L2,R0,R6,R7	L9,L6,L5,L4,L3,L2,L1,L0,R0,R5,R9	L9,L6,L5,L4,L3,L2,L1,L0,R0,R5,R9	L9,L8,L6,L5,L4,L3,L2,L1,L0,R0,R5,R6,R7,R8,R9	L3,L2,R0	L3,L2,R0	L3,L2,R0,R6	L4,L3,L2,L1,L0,R0	L4,L3,L2,L1,L0,R0	L4,L3,L2,L1,L0,R0,R6
zwart/adj/het_laatste_nieuws_20041012_01_574/279	bedreig/verb;dood/noun	bedreig/verb;dood/noun	bedreig/verb;dood/noun;klacht/noun;tegelijkertijd/adj;volg/verb;word/verb	bedreig/verb;bijna/adv;de/det;die/pron;dood/noun;een/det;met/prep	bedreig/verb;bijna/adv;de/det;die/pron;dood/noun;een/det;met/prep	bedreig/verb;bijna/adv;de/det;die/pron;dood/noun;een/det;klacht/noun;met/prep;tegelijkertijd/adj;van/prep;volg/verb;word/verb			dood/noun;klacht/noun;volg/verb	de/det;die/pron;dood/noun;met/prep	de/det;die/pron;dood/noun;met/prep	de/det;die/pron;dood/noun;klacht/noun;met/prep;van/prep;volg/verb	bedreig/verb;dood/noun	bedreig/verb;dood/noun	bedreig/verb;dood/noun;klacht/noun;krijg/verb;tegelijkertijd/adj;volg/verb;word/verb	bedreig/verb;bijna/adv;de/det;die/pron;dood/noun;een/det;met/prep	bedreig/verb;bijna/adv;de/det;die/pron;dood/noun;een/det;met/prep	bedreig/verb;bijna/adv;de/det;die/pron;dood/noun;een/det;klacht/noun;krijg/verb;met/prep;tegelijkertijd/adj;van/prep;volg/verb;word/verb			dood/noun;klacht/noun;volg/verb	de/det;die/pron;dood/noun;met/prep	de/det;die/pron;dood/noun;met/prep	de/det;die/pron;dood/noun;klacht/noun;met/prep;van/prep;volg/verb	R4,R6	R4,R6	L5,L4,L2,R4,R5,R6	L6,L3,L0,R1,R2,R3,R4,R6,R8	L6,L3,L0,R1,R2,R3,R4,R6,R8	L6,L5,L4,L3,L2,L1,L0,R1,R2,R3,R4,R5,R6,R8			L4,L2,R4	L3,R1,R2,R3,R4	L3,R1,R2,R3,R4	L4,L3,L2,L1,R1,R2,R3,R4	R4,R6	R4,R6	L5,L4,L2,R4,R5,R6	L6,L3,L0,R1,R2,R3,R4,R6,R8	L6,L3,L0,R1,R2,R3,R4,R6,R8	L6,L5,L4,L3,L2,L1,L0,R1,R2,R3,R4,R5,R6,R8			L4,L2,R4	L3,R1,R2,R3,R4	L3,R1,R2,R3,R4	L4,L3,L2,L1,R1,R2,R3,R4
zwart/adj/het_laatste_nieuws_20041204_02_1088/270	medemens/noun;naam/noun	medemens/noun;naam/noun	erg/adj;heb/verb;leuk/adj;medemens/noun;naam/noun;vind/verb	altijd/adv;een/det;medemens/noun;naam/noun	altijd/adv;een/det;medemens/noun;naam/noun	altijd/adv;een/det;erg/adj;heb/verb;ik/pron;leuk/adj;medemens/noun;naam/noun;vind/verb;voor/prep	medemens/noun;naam/noun	medemens/noun;naam/noun	leuk/adj;medemens/noun;naam/noun;vind/verb	een/det;medemens/noun;naam/noun	een/det;medemens/noun;naam/noun	een/det;leuk/adj;medemens/noun;naam/noun;vind/verb;voor/prep	medemens/noun;naam/noun	medemens/noun;naam/noun	erg/adj;goed/adj;heb/verb;leuk/adj;medemens/noun;naam/noun;vind/verb;zal/verb	altijd/adv;die/det;een/det;medemens/noun;naam/noun	altijd/adv;die/det;een/det;medemens/noun;naam/noun	altijd/adv;bij/prep;die/det;een/det;erg/adj;goed/adj;heb/verb;ik/pron;leuk/adj;medemens/noun;mij/pron;naam/noun;overigens/adv;vind/verb;voor/prep;zal/verb	medemens/noun;naam/noun	medemens/noun;naam/noun	leuk/adj;medemens/noun;naam/noun;vind/verb;zal/verb	die/det;een/det;medemens/noun;naam/noun	die/det;een/det;medemens/noun;naam/noun	die/det;een/det;leuk/adj;medemens/noun;naam/noun;vind/verb;voor/prep;zal/verb	L3,R0	L3,R0	L9,L5,L4,L3,L2,R0	L7,L6,L3,L0,R0	L7,L6,L3,L0,R0	L9,L8,L7,L6,L5,L4,L3,L2,L1,L0,R0	L3,R0	L3,R0	L4,L3,L2,R0	L6,L3,L0,R0	L6,L3,L0,R0	L6,L4,L3,L2,L1,L0,R0	L3,R0,R5	L3,R0,R5	L9,L5,L4,L3,L2,R0,R5,R6,R8,R9	L7,L6,L3,L0,R0,R4,R5	L7,L6,L3,L0,R0,R4,R5	L9,L8,L7,L6,L5,L4,L3,L2,L1,L0,R0,R4,R5,R6,R7,R8,R9	L3,R0,R5	L3,R0,R5	L4,L3,L2,R0,R5,R6	L6,L3,L0,R0,R4,R5	L6,L3,L0,R0,R4,R5	L6,L4,L3,L2,L1,L0,R0,R4,R5,R6
zwart/adj/nrc_handelsblad_19990409_85/45	ben/verb;deftig/adj;held/noun;rijk/adj;schaap/noun	ben/verb;deftig/adj;held/noun;rijk/adj;schaap/noun	ben/verb;deftig/adj;held/noun;rijk/adj;schaap/noun	ben/verb;de/det;deftig/adj;die/pron;held/noun;namelijk/adv;ooit/adv;rijk/adj;schaap/noun	ben/verb;de/det;deftig/adj;die/pron;held/noun;namelijk/adv;ooit/adv;rijk/adj;schaap/noun	ben/verb;de/det;deftig/adj;die/pron;held/noun;het/det;namelijk/adv;ooit/adv;rijk/adj;schaap/noun;van/prep	ben/verb;rijk/adj;schaap/noun	ben/verb;rijk/adj;schaap/noun	ben/verb;rijk/adj;schaap/noun	ben/verb;de/det;namelijk/adv;rijk/adj;schaap/noun	ben/verb;de/det;namelijk/adv;rijk/adj;schaap/noun	ben/verb;de/det;het/det;namelijk/adv;rijk/adj;schaap/noun;van/prep	ben/verb;deftig/adj;held/noun;rijk/adj;schaap/noun	ben/verb;deftig/adj;held/noun;rijk/adj;schaap/noun	ben/verb;deftig/adj;held/noun;rijk/adj;schaap/noun	ben/verb;de/det;deftig/adj;die/pron;held/noun;namelijk/adv;ooit/adv;rijk/adj;schaap/noun	ben/verb;de/det;deftig/adj;die/pron;held/noun;namelijk/adv;ooit/adv;rijk/adj;schaap/noun	ben/verb;de/det;deftig/adj;die/pron;held/noun;het/det;namelijk/adv;ooit/adv;rijk/adj;schaap/noun;van/prep	ben/verb;rijk/adj;schaap/noun	ben/verb;rijk/adj;schaap/noun	ben/verb;rijk/adj;schaap/noun	ben/verb;de/det;namelijk/adv;rijk/adj;schaap/noun	ben/verb;de/det;namelijk/adv;rijk/adj;schaap/noun	ben/verb;de/det;het/det;namelijk/adv;rijk/adj;schaap/noun;van/prep	L9,L2,R0,R3,R5	L9,L2,R0,R3,R5	L9,L2,R0,R3,R5	L9,L2,L1,R0,R2,R3,R5,R8,R9	L9,L2,L1,R0,R2,R3,R5,R8,R9	L9,L8,L2,L1,L0,R0,R1,R2,R3,R5,R8,R9	L2,R0,R3	L2,R0,R3	L2,R0,R3	L2,L1,R0,R2,R3	L2,L1,R0,R2,R3	L8,L2,L1,L0,R0,R1,R2,R3	L9,L2,R0,R3,R5	L9,L2,R0,R3,R5	L9,L2,R0,R3,R5	L9,L2,L1,R0,R2,R3,R5,R8,R9	L9,L2,L1,R0,R2,R3,R5,R8,R9	L9,L8,L2,L1,L0,R0,R1,R2,R3,R5,R8,R9	L2,R0,R3	L2,R0,R3	L2,R0,R3	L2,L1,R0,R2,R3	L2,L1,R0,R2,R3	L8,L2,L1,L0,R0,R1,R2,R3
zwart/adj/nrc_handelsblad_19990419_33/170	brul/verb;gespierd/adj;jack/noun;jongen/noun;leren/adj	brul/verb;gespierd/adj;jack/noun;jongen/noun;leren/adj	brul/verb;gespierd/adj;jack/noun;jongen/noun;leren/adj	brul/verb;een/det;gespierd/adj;in/prep;jack/noun;jongen/noun;leren/adj	brul/verb;een/det;gespierd/adj;in/prep;jack/noun;jongen/noun;leren/adj	brul/verb;een/det;gespierd/adj;in/prep;jack/noun;jongen/noun;leren/adj;zeer/adv	gespierd/adj;jack/noun;jongen/noun;leren/adj	gespierd/adj;jack/noun;jongen/noun;leren/adj	gespierd/adj;jack/noun;jongen/noun;leren/adj	een/det;gespierd/adj;in/prep;jack/noun;jongen/noun;leren/adj	een/det;gespierd/adj;in/prep;jack/noun;jongen/noun;leren/adj	een/det;gespierd/adj;in/prep;jack/noun;jongen/noun;leren/adj	blijk/verb;brul/verb;dag/noun;gespierd/adj;jack/noun;jongen/noun;leren/adj	blijk/verb;brul/verb;dag/noun;gespierd/adj;jack/noun;jongen/noun;leren/adj	blijk/verb;brul/verb;dag/noun;gespierd/adj;jack/noun;jongen/noun;laat/adj;leren/adj	blijk/verb;brul/verb;dag/noun;een/det;gespierd/adj;in/prep;jack/noun;jongen/noun;leren/adj	blijk/verb;brul/verb;dag/noun;een/det;gespierd/adj;in/prep;jack/noun;jongen/noun;leren/adj	bij/prep;blijk/verb;brul/verb;dag/noun;een/det;gespierd/adj;het/det;in/prep;jack/noun;jongen/noun;laat/adj;leren/adj;zeer/adv	dag/noun;gespierd/adj;jack/noun;jongen/noun;leren/adj	dag/noun;gespierd/adj;jack/noun;jongen/noun;leren/adj	dag/noun;gespierd/adj;jack/noun;jongen/noun;leren/adj	dag/noun;een/det;gespierd/adj;in/prep;jack/noun;jongen/noun;leren/adj	dag/noun;een/det;gespierd/adj;in/prep;jack/noun;jongen/noun;leren/adj	dag/noun;een/det;gespierd/adj;in/prep;jack/noun;jongen/noun;leren/adj	L7,L4,L2,R0,R1	L7,L4,L2,R0,R1	L7,L4,L2,R0,R1	L7,L6,L4,L2,L1,L0,R0,R1	L7,L6,L4,L2,L1,L0,R0,R1	L7,L6,L5,L4,L2,L1,L0,R0,R1	L4,L2,R0,R1	L4,L2,R0,R1	L4,L2,R0,R1	L6,L4,L2,L1,L0,R0,R1	L6,L4,L2,L1,L0,R0,R1	L6,L4,L2,L1,L0,R0,R1	L7,L4,L2,R0,R1,R6,R8	L7,L4,L2,R0,R1,R6,R8	L7,L4,L2,R0,R1,R6,R7,R8	L7,L6,L4,L2,L1,L0,R0,R1,R5,R6,R8	L7,L6,L4,L2,L1,L0,R0,R1,R5,R6,R8	L7,L6,L5,L4,L2,L1,L0,R0,R1,R5,R6,R7,R8	L4,L2,R0,R1,R6	L4,L2,R0,R1,R6	L4,L2,R0,R1,R6	L6,L4,L2,L1,L0,R0,R1,R5,R6	L6,L4,L2,L1,L0,R0,R1,R5,R6	L6,L4,L2,L1,L0,R0,R1,R5,R6
zwart/adj/nrc_handelsblad_19990709_113/1865			ruimte/noun;toekomst/noun;verklaar/verb;verzinsel/noun;word/verb	de/det;een/det;verzinsel/noun	de/det;een/det;verzinsel/noun	de/det;een/det;ruimte/noun;toekomst/noun;tot/prep;verklaar/verb;verzinsel/noun;word/verb			ruimte/noun;toekomst/noun	de/det;een/det	de/det;een/det	de/det;een/det;ruimte/noun;toekomst/noun;tot/prep			ruimte/noun;toekomst/noun;verklaar/verb;verzinsel/noun;word/verb	de/det;een/det;in/prep;plaats/prep;verzinsel/noun	de/det;een/det;in/prep;plaats/prep;verzinsel/noun	de/det;een/det;het/det;in/prep;plaats/prep;ruimte/noun;toekomst/noun;tot/prep;van/prep;verklaar/verb;verzinsel/noun;word/verb				een/det;in/prep;plaats/prep	een/det;in/prep;plaats/prep	een/det;in/prep;plaats/prep;ruimte/noun;tot/prep			L7,L6,L5,L2,R1	L8,L7,L3,L0	L8,L7,L3,L0	L9,L8,L7,L6,L5,L3,L2,L1,L0,R1			L2,R1	L8,L3,L0	L8,L3,L0	L9,L8,L3,L2,L1,L0,R1			L7,L6,L5,L2,R1,R9	L8,L7,L3,L0,R5,R6,R8	L8,L7,L3,L0,R5,R6,R8	L9,L8,L7,L6,L5,L3,L2,L1,L0,R1,R5,R6,R7,R8,R9				L8,L0,R5,R6	L8,L0,R5,R6	L9,L8,L1,L0,R1,R5,R6
zwart/adj/nrc_handelsblad_19990717_122/234						het/det;schaap/noun						het/det;schaap/noun	geboren/verb;schaap/noun	geboren/verb;schaap/noun	geboren/verb;schaap/noun;voornaam/adj;wereld/noun;word/verb	de/det;geboren/verb;met/prep;schaap/noun	de/det;geboren/verb;met/prep;schaap/noun	de/det;geboren/verb;het/det;met/prep;schaap/noun;te/prep;voornaam/adj;wereld/noun;word/verb						het/det;schaap/noun						L0,R0						L0,R0	R0	R0	L9,R0,R9	R0	R0	L9,L0,R0,R9						L0,R0
zwart/adj/nrc_handelsblad_19991001_1/1909	barst/verb;leugen/noun	barst/verb;leugen/noun	barst/verb;beurs/noun;leugen/noun;maandag/noun;zal/verb	als/prep;barst/verb;de/det;leugen/noun;op/prep	als/prep;barst/verb;de/det;leugen/noun;op/prep	als/prep;barst/verb;beurs/noun;binnenkort/adv;de/det;leugen/noun;maandag/noun;mijn/det;op/prep;zal/verb			barst/verb;beurs/noun;maandag/noun	als/prep;barst/verb;de/det;op/prep	als/prep;barst/verb;de/det;op/prep	als/prep;barst/verb;beurs/noun;de/det;maandag/noun;op/prep	barst/verb;leugen/noun	barst/verb;leugen/noun	barst/verb;beurs/noun;leugen/noun;maandag/noun;zal/verb	als/prep;barst/verb;de/det;leugen/noun;op/prep	als/prep;barst/verb;de/det;leugen/noun;op/prep	als/prep;barst/verb;beurs/noun;binnenkort/adv;de/det;leugen/noun;maandag/noun;mijn/det;op/prep;zal/verb			barst/verb;beurs/noun;maandag/noun	als/prep;barst/verb;de/det;op/prep	als/prep;barst/verb;de/det;op/prep	als/prep;barst/verb;beurs/noun;de/det;maandag/noun;op/prep	L7,L4	L7,L4	L7,L5,L4,L1,R0	L7,L4,L3,L2,L0	L7,L4,L3,L2,L0	L8,L7,L6,L5,L4,L3,L2,L1,L0,R0			L4,L1,R0	L4,L3,L2,L0	L4,L3,L2,L0	L4,L3,L2,L1,L0,R0	L7,L4	L7,L4	L7,L5,L4,L1,R0	L7,L4,L3,L2,L0	L7,L4,L3,L2,L0	L8,L7,L6,L5,L4,L3,L2,L1,L0,R0			L4,L1,R0	L4,L3,L2,L0	L4,L3,L2,L0	L4,L3,L2,L1,L0,R0
zwart/adj/nrc_handelsblad_19991013_2/739	bes/noun;blauw/adj;rood/adj;verborgen/adj;zwart/adj	bes/noun;blauw/adj;rood/adj;verborgen/adj;zwart/adj	bes/noun;blauw/adj;rood/adj;verborgen/adj;zwart/adj	bes/noun;blauw/adj;de/det;rood/adj;verborgen/adj;zich/pron;zwart/adj	bes/noun;blauw/adj;de/det;rood/adj;verborgen/adj;zich/pron;zwart/adj	aan/prep;bes/noun;blauw/adj;de/det;rood/adj;verborgen/adj;zich/pron;zwart/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	bes/noun;blauw/adj;rood/adj;verborgen/adj;zwart/adj	bes/noun;blauw/adj;rood/adj;verborgen/adj;zwart/adj	bes/noun;blauw/adj;rood/adj;verborgen/adj;zwart/adj	bes/noun;blauw/adj;de/det;rood/adj;verborgen/adj;zich/pron;zwart/adj	bes/noun;blauw/adj;de/det;rood/adj;verborgen/adj;zich/pron;zwart/adj	aan/prep;bes/noun;blauw/adj;de/det;rood/adj;verborgen/adj;zich/pron;zwart/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	L8,L6,L3,R3,R7	L8,L6,L3,R3,R7	L8,L6,L3,R3,R7	L8,L7,L6,L4,L3,L0,R2,R3,R6,R7	L8,L7,L6,L4,L3,L0,R2,R3,R6,R7	L9,L8,L7,L6,L4,L3,L0,R2,R3,R6,R7	L3,R3	L3,R3	L3,R3	L3,R3	L3,R3	L3,R3	L8,L6,L3,R3,R7	L8,L6,L3,R3,R7	L8,L6,L3,R3,R7	L8,L7,L6,L4,L3,L0,R2,R3,R6,R7	L8,L7,L6,L4,L3,L0,R2,R3,R6,R7	L9,L8,L7,L6,L4,L3,L0,R2,R3,R6,R7	L3,R3	L3,R3	L3,R3	L3,R3	L3,R3	L3,R3
zwart/adj/nrc_handelsblad_19991021_174/97	beweeg/adj;zweef/adj	beweeg/adj;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;denk/verb;zweef/adj	beweeg/adj;de/det;door/prep;een/det;zweef/adj	beweeg/adj;de/det;door/prep;een/det;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;de/det;denk/verb;door/prep;een/det;ik/pron;mijn/det;naar/prep;nog/adv;toen/adv;zweef/adj	beweeg/adj;zweef/adj	beweeg/adj;zweef/adj	beweeg/adj;condoom/noun;zweef/adj	beweeg/adj;de/det;een/det;zweef/adj	beweeg/adj;de/det;een/det;zweef/adj	beweeg/adj;condoom/noun;de/det;een/det;naar/prep;zweef/adj	beweeg/adj;zweef/adj	beweeg/adj;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;denk/verb;zweef/adj	beweeg/adj;de/det;door/prep;een/det;zweef/adj	beweeg/adj;de/det;door/prep;een/det;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;de/det;denk/verb;door/prep;een/det;ik/pron;mijn/det;naar/prep;nog/adv;toen/adv;zweef/adj	beweeg/adj;zweef/adj	beweeg/adj;zweef/adj	beweeg/adj;condoom/noun;zweef/adj	beweeg/adj;de/det;een/det;zweef/adj	beweeg/adj;de/det;een/det;zweef/adj	beweeg/adj;condoom/noun;de/det;een/det;naar/prep;zweef/adj	L2,R3	L2,R3	L5,L2,R3,R4,R9	L8,L3,L2,R2,R3	L8,L3,L2,R2,R3	L9,L8,L7,L5,L4,L3,L2,R2,R3,R4,R6,R7,R8,R9	L2,R3	L2,R3	L2,R3,R4	L3,L2,R2,R3	L3,L2,R2,R3	L4,L3,L2,R2,R3,R4	L2,R3	L2,R3	L5,L2,R3,R4,R9	L8,L3,L2,R2,R3	L8,L3,L2,R2,R3	L9,L8,L7,L5,L4,L3,L2,R2,R3,R4,R6,R7,R8,R9	L2,R3	L2,R3	L2,R3,R4	L3,L2,R2,R3	L3,L2,R2,R3	L4,L3,L2,R2,R3,R4
zwart/adj/nrc_handelsblad_20000207_58/1074	markt/noun;sigaret/noun;smokkel/noun	markt/noun;sigaret/noun;smokkel/noun	ander/adj;markt/noun;sigaret/noun;smokkel/noun	de/det;die/det;hun/det;markt/noun;op/prep;sigaret/noun;smokkel/noun;terecht/part	de/det;die/det;hun/det;markt/noun;op/prep;sigaret/noun;smokkel/noun;terecht/part	ander/adj;de/det;die/det;hun/det;markt/noun;op/prep;sigaret/noun;smokkel/noun;terecht/part;van/prep;via/prep	markt/noun;smokkel/noun	markt/noun;smokkel/noun	ander/adj;markt/noun;smokkel/noun	de/det;markt/noun;op/prep;smokkel/noun;terecht/part	de/det;markt/noun;op/prep;smokkel/noun;terecht/part	ander/adj;de/det;markt/noun;op/prep;smokkel/noun;terecht/part;via/prep	ben/verb;handel/noun;illegaal/adj;markt/noun;sigaret/noun;smokkel/noun	ben/verb;handel/noun;illegaal/adj;markt/noun;sigaret/noun;smokkel/noun	ander/adj;ben/verb;gevolg/noun;handel/noun;illegaal/adj;logisch/adj;markt/noun;sigaret/noun;smokkel/noun	ben/verb;de/det;die/det;een/det;handel/noun;hun/det;illegaal/adj;markt/noun;op/prep;sigaret/noun;smokkel/noun;terecht/part	ben/verb;de/det;die/det;een/det;handel/noun;hun/det;illegaal/adj;markt/noun;op/prep;sigaret/noun;smokkel/noun;terecht/part	ander/adj;ben/verb;de/det;die/det;een/det;gevolg/noun;handel/noun;hun/det;illegaal/adj;logisch/adj;markt/noun;op/prep;sigaret/noun;smokkel/noun;terecht/part;van/prep;via/prep	illegaal/adj;markt/noun;smokkel/noun	illegaal/adj;markt/noun;smokkel/noun	ander/adj;illegaal/adj;markt/noun;smokkel/noun	de/det;illegaal/adj;markt/noun;op/prep;smokkel/noun;terecht/part	de/det;illegaal/adj;markt/noun;op/prep;smokkel/noun;terecht/part	ander/adj;de/det;illegaal/adj;markt/noun;op/prep;smokkel/noun;terecht/part;via/prep	L8,L2,R0	L8,L2,R0	L8,L4,L2,R0	L9,L8,L6,L2,L1,L0,R0,R1	L9,L8,L6,L2,L1,L0,R0,R1	L9,L8,L6,L5,L4,L3,L2,L1,L0,R0,R1	L2,R0	L2,R0	L4,L2,R0	L2,L1,L0,R0,R1	L2,L1,L0,R0,R1	L4,L3,L2,L1,L0,R0,R1	L8,L2,R0,R6,R7,R8	L8,L2,R0,R6,R7,R8	L8,L4,L2,R0,R6,R7,R8	L9,L8,L6,L2,L1,L0,R0,R1,R6,R7,R8,R9	L9,L8,L6,L2,L1,L0,R0,R1,R6,R7,R8,R9	L9,L8,L6,L5,L4,L3,L2,L1,L0,R0,R1,R6,R7,R8,R9	L2,R0,R6	L2,R0,R6	L4,L2,R0,R6	L2,L1,L0,R0,R1,R6	L2,L1,L0,R0,R1,R6	L4,L3,L2,L1,L0,R0,R1,R6
